label,nodeType,order,path,price,link,imageLink,description
Oriental Pizza Mazaa 10th Inch,ProductUnit,67,"Inventory,Food,Restaurant,Pizzas,Vegeterian,Oriental Pizza Mazaa,",325,https://drive.google.com/file/d/1Ucg8JCRpEKEf5uIlpstGeHsoJWNnMewD/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/OrientalPizzaMazaa10thInch.jpg,
Starters,ProductClass,1,"Inventory,Food,Restaurant,",,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/Starters.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Starters,",,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Starters,",,,,
Corn Cheese Ball,ProductType,4,"Inventory,Food,Restaurant,Starters,Vegeterian,",180,https://drive.google.com/file/d/1xyJrUz0nLIgiIuZKqviFMwDMLFQ7S39e/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/CornCheeseBall.jpg,
Veg Manchurian,ProductType,5,"Inventory,Food,Restaurant,Starters,Vegeterian,",140,https://drive.google.com/file/d/1JcRpKUkGtHAU_F6awJQH4SDEVFXNNJY_/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/VegManchurian.jpg,
Paneer Platter,ProductType,6,"Inventory,Food,Restaurant,Starters,Vegeterian,",200,,,
Paneer Tikka,ProductType,7,"Inventory,Food,Restaurant,Starters,Vegeterian,",200,https://drive.google.com/file/d/1PJwE1sbtvBu26CpKRTyXSOwWl4B0uAHa/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/PaneerTikka.jpg,
Paneer Kentucky,ProductType,8,"Inventory,Food,Restaurant,Starters,Vegeterian,",200,https://drive.google.com/file/d/1oDEcl7wjHCppCo5PUdONIXKYJg5F-4kW/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerKentucky.jpg,
Paneer Shashlik,ProductType,9,"Inventory,Food,Restaurant,Starters,Vegeterian,",200,,,
Paneer Chilly,ProductType,10,"Inventory,Food,Restaurant,Starters,Vegeterian,",180,https://drive.google.com/file/d/1kCqkt77Pxcbez6FkI0cGxMSwSl6KLsdx/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerChilly.jpg,
Mushroom Schezwan Style,ProductType,11,"Inventory,Food,Restaurant,Starters,Vegeterian,",180,https://drive.google.com/file/d/1FR1lvu9xumk1dxIgR0QEeAx2AQ_gqxjH/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MushroomSchezwanStyle.jpg,
Chinese Bhel,ProductType,12,"Inventory,Food,Restaurant,Starters,Vegeterian,",90,https://drive.google.com/file/d/1GPi9hn0ZkUeegyxQKlKo7r_UcsvbSsw4/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/ChineseBhel.jpg,
Garlic Cheese Toast,ProductType,13,"Inventory,Food,Restaurant,Starters,Vegeterian,",100,https://drive.google.com/file/d/1Gg7qZWcJgA5cNNMtEFgdTluqlRrKIA9R/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/GarlicCheeseToast.jpg,
Garlic Toast,ProductType,14,"Inventory,Food,Restaurant,Starters,Vegeterian,",80,https://drive.google.com/file/d/1PpnRhAnacRhU5InliDBf5I4aCBa9YL5D/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/GarlicToast.jpg,
Italian Arrancini Dumplings,ProductType,15,"Inventory,Food,Restaurant,Starters,Vegeterian,",120,https://drive.google.com/file/d/13MCNkDM0XAQjJmimWkyytPLeLvtRtGe1/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ItalianArranciniDumplings.jpg,
Dahi Kabab,ProductType,16,"Inventory,Food,Restaurant,Starters,Vegeterian,",140,https://drive.google.com/file/d/1Q4ZriKhqHGbrEu71gyvEicUgQqM0dEqF/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/DahiKabab.jpg,
Mexican Nachos with Spicy Salsa Sauce and Cheese,ProductType,17,"Inventory,Food,Restaurant,Starters,Vegeterian,",150,https://drive.google.com/file/d/1n9vWSXCIeBZmWYMcbhHilNkpCqLfSVM9/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MexicanNachoswithSpicySalsaSauceCheese.gif,
Babycorn and Paneer in Black Pepper,ProductType,18,"Inventory,Food,Restaurant,Starters,Vegeterian,",190,https://drive.google.com/file/d/1k0P2-QqQGuZGjKwDDSlfqNeOxCkzPZbA/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/BabycornandPaneerinBlackPepper.jpg,
Wraps,ProductClass,1,"Inventory,Food,Restaurant,",,https://drive.google.com/file/d/1MEXqjSi80skahWCBgKJT4SEYY-KxcvvT/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220216/Wraps.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Wraps,",,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Wraps,",,,,
Peri Peri Paneer Twist Pita Wrap,ProductType,4,"Inventory,Food,Restaurant,Wraps,Vegeterian,",100,https://drive.google.com/file/d/1bcjWOxg6pYU1a4Dxs9R7sIJMnYd7OEfR/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Peri-Peri-Paneer-Twist-Pita-Wrap.jpg,
Lebanese Crunchy Falatel Pita Wrap,ProductType,5,"Inventory,Food,Restaurant,Wraps,Vegeterian,",100,https://drive.google.com/file/d/1nia3fDkhhy_TuhdRkOap72di2TON5owJ/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/LebaneseCrunchyFalatelPitaWrap.jpg,
Desi Mint Mazza,ProductType,6,"Inventory,Food,Restaurant,Wraps,Vegeterian,",100,https://drive.google.com/file/d/1tccF6woLuC-paKTNvB0RJIPPvAIjegDB/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/DesiMintMazza.jpg,
Oriental Spice,ProductType,7,"Inventory,Food,Restaurant,Wraps,Vegeterian,",100,,,
Arabic Paneer Shawarma Pita Wrap,ProductType,8,"Inventory,Food,Restaurant,Wraps,Vegeterian,",120,https://drive.google.com/file/d/1xsQXhPQmFNThM34TPG6cfRXUoCIrtA8r/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ArabicPaneerShawarmaPitaWrap.jpg,
