label,nodeType,order,path,price,description,ingredients,link,imageLink,Swiggy ,Zomato 
Cold Coffee,ProductType,4,"Inventory,Food,Cafe,Beverages,Vegeterian,",85,,"  milk  , instant coffee,  sugar,  milk, ice cubes,",https://drive.google.com/file/d/12q3woJzjR7FpBQfmLThIsX0ExUZ8wRPo/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ColdCoffee.jpg,,
Cold Coffee With Ice Cream,ProductType,5,"Inventory,Food,Cafe,Beverages,Vegeterian,",99,,"  milk  , instant coffee,  sugar,  milk, ice cubes,vanilla ice cream optional.",https://drive.google.com/file/d/1ixG-19xuTet6etiV_HGmXGeen2fqVazw/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ColdCoffeeWithIceCream.jpg,,75
Hot Coffee,ProductType,6,"Inventory,Food,Cafe,Beverages,Vegeterian,",60,," instant coffee,.  sugar,  water,  milk.",https://drive.google.com/file/d/1cfiDDRvwcGudhk_KsazZCi2zso-l8t3e/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/HotCoffee.jpg,,
Shakes,ProductClass,1,"Inventory,Food,Cafe,",,,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/Shakes.jpg,,
Vegeterian,ProductLine,2,"Inventory,Food,Cafe,Shakes,",,,,,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Cafe,Shakes,",,,,,,,
Chocolate Shake,ProductType,4,"Inventory,Food,Cafe,Shakes,Vegeterian,",90,," water,  cocoa powder, sugar or add as per taste,.  whole milk  cold,   ice cubes  optional,  scoops chocolate ice cream  optional,    chocolate sauce  optional.",https://drive.google.com/file/d/1vd3hiiVRRj69WGpVL156_sxW22aFsHkp/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChocolateShake.jpg,,75
Oreo Shake,ProductType,5,"Inventory,Food,Cafe,Shakes,Vegeterian,",99,,"  sugar,  vanilla ice cream, Oreo cookies,  milk,  chocolate sauce.",https://drive.google.com/file/d/1e_eFRRnkBekms2_ce6lXpp43RDyRtZQu/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/OreoShake.jpg,,85
Mango Shake,ProductType,6,"Inventory,Food,Cafe,Shakes,Vegeterian,",90,,"  mangoes, and   milk boiled, cooled and chilled,  sugar,few icecubes.",https://drive.google.com/file/d/1GuSXG_n0eiI0Wv_5z5lA4V93edCGPgOl/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MangoShake.jpg,,75
Strawberry Shake,ProductType,7,"Inventory,Food,Cafe,Shakes,Vegeterian,",90,," (fresh or frozen) Ripe Strawberries (approx.   halved Strawberries),  Milk,  Ice Cream (Vanilla or Strawberry),  Honey or Sugar, optional",https://drive.google.com/file/d/1Fdnyc6aGR4CFaJ03M1rjQ0pqahi_lzy3/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/StrawberryShake.jpg,,75
Pineapple Shake,ProductType,8,"Inventory,Food,Cafe,Shakes,Vegeterian,",90,,"  milk,  pineapple cubes,  vanilla ice cream, slice pineapple, optional, garnish,",https://drive.google.com/file/d/1St8ZJbOVaVCb-AJtu0P_x9gDwI2adoKb/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-3/PineappleShake.jpg,,75
Orange Shake,ProductType,9,"Inventory,Food,Cafe,Shakes,Vegeterian,",99,,"   orange juice, scoops vanilla ice cream,  milk,  white sugar.",https://drive.google.com/file/d/1DWsfixVtM2ibXPs15J-w2azDudVwk0nA/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/img/OrangeShake.jpg,,
Banana Shake,ProductType,10,"Inventory,Food,Cafe,Shakes,Vegeterian,",90,,"  Banana, chopped,  Milk,  Cream,  Vanilla essence,  Ice (crushed).",https://drive.google.com/file/d/1XDC00YtWZJ0IdH41Pnm4qvG4xVLnwqho/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food123021/BananaShake.jpg,,75
Litchi Shake,ProductType,11,"Inventory,Food,Cafe,Shakes,Vegeterian,",90,,"Lychee pulp   ,Milk   ,Sugar    (As per taste , you can use Honey o in this recipe in place of Suga,Crushed ice  Handful,Whole Lychee   for garnishing.",https://drive.google.com/file/d/1a3SzMqmlwdNLOBem0WJxiKaBDtZUWGip/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food123021/LitchiShake.jpg,,75
Butterscotch Shake,ProductType,12,"Inventory,Food,Cafe,Shakes,Vegeterian,",90,,"  milk, big scoop butterscotch ice cream,  butterscotch sauce,  butterscotch chips,  ice cubes.",https://drive.google.com/file/d/1vMYOe4Hsu_alrgXfhtBvsSxPzcUWYTaC/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ButterscotchShake.jpg,,75
Kiwi Shake,ProductType,13,"Inventory,Food,Cafe,Shakes,Vegeterian,",90,,,https://drive.google.com/file/d/1UOAhCrWtoXF0AdJ0TIcL1Q9mNLy0oK4m/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/KiwiShake.jpg,,75
Ice Cream,ProductClass,1,"Inventory,Food,Cafe,",,,,https://drive.google.com/file/d/1qkYDEbRphUMbXzGECK6SMPvufS5OKmNi/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/IceCream.jpg,,
Vegeterian,ProductLine,2,"Inventory,Food,Cafe,Ice Cream,",,,,,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Cafe,Ice Cream,",,,,,,,
Buterscotch Ice Cream,ProductType,4,"Inventory,Food,Cafe,Ice Cream,Vegeterian,",70,,,https://drive.google.com/file/d/1N7PFiqpaR_aabyfF80qFl1eqllLd13Hn/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/img/ButerscotchIceCream.jpg,,
Mango Ice Cream,ProductType,5,"Inventory,Food,Cafe,Ice Cream,Vegeterian,",70,,,https://drive.google.com/file/d/1uqPSpgSPzXUjCg8HRC_bT9Pu8KSeUOT5/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MangoIceCream.jpg,,55
Chocolate Ice Cream,ProductType,6,"Inventory,Food,Cafe,Ice Cream,Vegeterian,",70,,,https://drive.google.com/file/d/1qR9msM6wEtvcjWBbzrZExguz6aeMfmaA/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChocolateIceCream.jpg,,
Strawberry Ice Cream,ProductType,7,"Inventory,Food,Cafe,Ice Cream,Vegeterian,",70,,,https://drive.google.com/file/d/1OjhtOcogtVerazjOYpKXg7y_kYaViLP8/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/StrawberryIceCream.jpg,,55
Veg Rice,ProductClass,1,"Inventory,Food,Cafe,",,,,https://drive.google.com/file/d/1B5on8ZsFVss28BiQJJFjEM2_O_oDD_kF/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food2/VegRice.jpg,,
Vegeterian,ProductLine,2,"Inventory,Food,Cafe,Veg Rice,",,,,,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Cafe,Veg Rice,",,,,,,,
Tripple Fried Rice,ProductType,4,"Inventory,Food,Cafe,Veg Rice,Vegeterian,",130,,"Cooked Basmati rice ,Boiled Noodles  ,Carrots chopped ,Shredded cabbage ,Spring onion chopped ,Garlic chopped ,Salt taste,etc.",https://drive.google.com/file/d/1w_tTOaFfsmyC_P9uX4r1FHIC0YV055ul/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food281221/TrippleFriedRice.jpg,,
Schezwan Fried Rice,ProductType,5,"Inventory,Food,Cafe,Veg Rice,Vegeterian,",130,,"  cooked Plain Rice,  Mixed Vegetables (french beans, carrot, capsicum, cabbage, celery), cloves of Garlic, finely chopped (approx.  ),  Schezwan Sauce,Salt  taste,etc",https://drive.google.com/file/d/1pzlv1pfwO8wxMZK_QafdR3WMCB7-bejE/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Schezwan-Fried-Rice.jpg,,
Paneer Fried Rice,ProductType,6,"Inventory,Food,Cafe,Veg Rice,Vegeterian,",140,,,https://drive.google.com/file/d/1R1J0DyulHnwUFaB2liMQ2_7qtsXnJ0QK/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/PaneerFriedRice.jpg,,
Dal Khichadi,ProductType,7,"Inventory,Food,Cafe,Veg Rice,Vegeterian,",120,,"  rice,  moong dal,  ghee, turmeric,  salt, water,  ghee,  cumin, bay leaf,pinch hing, onion,  ginger garlic paste, ma , turmeric,  chilli powder,  garam masala,  salt,  water,  coriander .",https://drive.google.com/file/d/1PNbeQCH3ZksaobonHyiCzwCFlavz9pBZ/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/DalKhichadi.jpg,,
Veg Biryani,ProductType,8,"Inventory,Food,Cafe,Veg Rice,Vegeterian,",120,,"  cumin seeds,  onionsgrated,  garlicginger paste,  mixed vegetablesfinely chopped,  coriander powder,  garam masala,  turmeric powder,  salt or  taste,  chilli powder or  taste,  green chillieschopped fine,  lemon juice or  taste,  riceboiled  almost done,  coriander leaves,  oil.",https://drive.google.com/file/d/1jR3STBQoAfkKOHnvdjdNXjOE5ZqtJexz/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Veg-Biryani.jpg,,
