label,nodeType,order,path,price,description,link,imageLink,Swiggy
Hong Kong Fried Rice,ProductType,12,"Inventory,Food,Restaurant,Rice,Vegeterian,",140,,https://drive.google.com/file/d/1u6nvWYyQMuFXIq-1Wj7YCkhI0mLNBE12/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/HongkongFriedRice.jpg,205
Singapuri Fried Rice,ProductType,13,"Inventory,Food,Restaurant,Rice,Vegeterian,",140,,https://drive.google.com/file/d/1SzqgbQ4LAg7cf-oJCMliV-n9F6Kmliwq/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220511/SingapuriFriedRice.jpg,
Veg Ginger Fried Rice,ProductType,14,"Inventory,Food,Restaurant,Rice,Vegeterian,",140,,https://drive.google.com/file/d/1U3Di74gWaR62wOOCvqMGiI52jYqjFFSC/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220511/VegGingerFriedRice.jpg,200
Chats,ProductClass,1,"Inventory,Food,Restaurant,",,,https://drive.google.com/file/d/1RS7ZhdzhJ-viBy2Zwr7XUEc-IquPs5NQ/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220511/Chats.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Chats,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Salad.jpg,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Chats,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/NonVegetarian.jpg,
Shevpuri,ProductType,4,"Inventory,Food,Restaurant,Chats,Vegeterian,",50,,https://drive.google.com/file/d/1HGo4KrFA4ekyzZPHR0u9mWx4wFC0OiCJ/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Shevpuri.jpg,
Dahipuri,ProductType,5,"Inventory,Food,Restaurant,Chats,Vegeterian,",50,,https://drive.google.com/file/d/1vHCOpu66IAmiZea09UQCv0k2wsNPV-qy/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/DahiPuri.jpg,
Panipuri,ProductType,6,"Inventory,Food,Restaurant,Chats,Vegeterian,",30,,https://drive.google.com/file/d/1IrpQZM017KHYCpzPK0sinEjqtxJg8PxB/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Panipuri.jpg,
Dahi Papadi Chat,ProductType,7,"Inventory,Food,Restaurant,Chats,Vegeterian,",70,,https://drive.google.com/file/d/1XeuYRXXbGObvsZmKc661lv7Jzfx6vGDp/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220511/DahiPapadiChat.jpg,
Bhelpuri,ProductType,8,"Inventory,Food,Restaurant,Chats,Vegeterian,",50,,https://drive.google.com/file/d/15upXdSPwC6-nZa1wEBfLfY1mKDe-tv7D/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220306/BhelPuri.jpg,
Shakes,ProductClass,1,"Inventory,Food,Restaurant,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/Shakes.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Shakes,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Salad.jpg,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Shakes,Vegeterian,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/NonVegetarian.jpg,
Banana MilkShake,ProductType,4,"Inventory,Food,Restaurant,Shakes,Vegeterian,",90,,https://drive.google.com/file/d/1_oHojI3UUmRI68bPzlagK_75sQJzTzmP/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/img/BananaMilkshake.jpg,
Chiku MilkShake,ProductType,5,"Inventory,Food,Restaurant,Shakes,Vegeterian,",90,,https://drive.google.com/file/d/1dks7gzzmgxiptI9bmVj4VPJLJkY23S_j/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220511/ChikuMilkShake.jpg,
Rose MilkShake,ProductType,6,"Inventory,Food,Restaurant,Shakes,Vegeterian,",80,,https://drive.google.com/file/d/1PLT10jg0NDNSaWMLSxITsyhdv2LWuSjL/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/img/RoseMilkShake.jpg,
Litchi MilkShake,ProductType,7,"Inventory,Food,Restaurant,Shakes,Vegeterian,",80,,https://drive.google.com/file/d/19vx-0aZXv5DqIu27E_xI2fodAF83OuiX/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220511/LitchiMilkShake.jpg,
Vanila MilkShake,ProductType,8,"Inventory,Food,Restaurant,Shakes,Vegeterian,",90,,https://drive.google.com/file/d/11Z2cQqMO5mczBFdOJVaUyknxzjTn1rQn/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MilkShake.jpg,
Apple MilkShake,ProductType,9,"Inventory,Food,Restaurant,Shakes,Vegeterian,",90,,https://drive.google.com/file/d/17-ktX_OXNAz_CT3APQrVISIwFTxGUTrq/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/Cafe/AppleMilkshake.jpg,
Mango MilkShake,ProductType,10,"Inventory,Food,Restaurant,Shakes,Vegeterian,",90,,https://drive.google.com/file/d/1qWW1Jy4hAqIimr4tdM3oKwCTXro-ZLqJ/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-3/MangoMilkShake.jpg,
Sitafal MilkShake,ProductType,11,"Inventory,Food,Restaurant,Shakes,Vegeterian,",90,,https://drive.google.com/file/d/1TbOe1Kh-vQ365tyyCQJvPgrYBHO8b9yB/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220511/SitafalMilkShake.jpg,
Strawberry MilkShake,ProductType,12,"Inventory,Food,Restaurant,Shakes,Vegeterian,",80,,https://drive.google.com/file/d/17-ktX_OXNAz_CT3APQrVISIwFTxGUTrq/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/Cafe/AppleMilkshake.jpg,
Anjir MilkShake,ProductType,13,"Inventory,Food,Restaurant,Shakes,Vegeterian,",90,,https://drive.google.com/file/d/1IJpbutglAC7rw5Uh0ammlTWBlPnw6llB/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220511/AnjirMilkShake.jpg,
Papaya MilkShake,ProductType,14,"Inventory,Food,Restaurant,Shakes,Vegeterian,",90,,https://drive.google.com/file/d/1ii3mDgRCIrZvskicEB7KsgQ7b3-esa0Q/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220511/PapayaMilkShake.jpg,
Pineapple MilkShake,ProductType,15,"Inventory,Food,Restaurant,Shakes,Vegeterian,",90,,https://drive.google.com/file/d/1L2NlA3XYVZt-RANzsjc9K-MdO1onXswe/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/Cafe/PineappleMilkshake.jpg,
Kesar MilkShake,ProductType,16,"Inventory,Food,Restaurant,Shakes,Vegeterian,",100,,https://drive.google.com/file/d/1grbPTm0MMVwkzvpUAgCDzHoIRc0iNIOq/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/foodlinksgapApril25/KesarMilkShake.jpg,
Watermelon MilkShake,ProductType,17,"Inventory,Food,Restaurant,Shakes,Vegeterian,",90,,https://drive.google.com/file/d/1TbOe1Kh-vQ365tyyCQJvPgrYBHO8b9yB/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/foodlinksgapApril25/KesarMilkShake.jpg,
Chocolate MilkShake,ProductType,18,"Inventory,Food,Restaurant,Shakes,Vegeterian,",80,,https://drive.google.com/file/d/1gNNdOKRjSHqwP3pL85tcu-djoMI3tUvh/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-3/ChocolateMilkShake.jpg,
Mosambi Juice,ProductType,19,"Inventory,Food,Restaurant,Shakes,Vegeterian,",90,,https://drive.google.com/file/d/1oMSUzAgQZveNg02BgFvjJSEcm_8ANf70/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MosambiJuice.jpg,120
Orange Juice,ProductType,20,"Inventory,Food,Restaurant,Shakes,Vegeterian,",90,,https://drive.google.com/file/d/1j80vvKuqCQogkjKBmGOBZMFTfVIxYuJM/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/OrengeJuice.jpg,
Apple Juice,ProductType,21,"Inventory,Food,Restaurant,Shakes,Vegeterian,",100,,https://drive.google.com/file/d/1SSByeYHJ7OOY4sbQnftcyiadxrpfgoo5/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/AppleJuice.jpg,
Grapes Juice,ProductType,22,"Inventory,Food,Restaurant,Shakes,Vegeterian,",100,,https://drive.google.com/file/d/1Iv5ndfxZcM5zWDMAj1KPyQjFt-1-fWHj/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220304/GrapesJuice.jpg,
Cocktail Juice,ProductType,23,"Inventory,Food,Restaurant,Shakes,Vegeterian,",120,,https://drive.google.com/file/d/1S8mmvLTR_gjdv0nysxamvp7Sm_9nGAPI/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220304/CocktailJuice.jpg,
Pineapple Juice,ProductType,24,"Inventory,Food,Restaurant,Shakes,Vegeterian,",90,,https://drive.google.com/file/d/1ZEbR-NEdaJrVFOlCKFWiOWfhZr80EI-t/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Pineapple-juice.jpg,
Watermelon Juice,ProductType,25,"Inventory,Food,Restaurant,Shakes,Vegeterian,",90,,https://drive.google.com/file/d/1TDU37UjAkUD2A2QEtVBsSa6UcfOV3nFf/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Watermelon-Juice.jpg,
Papaya Juice,ProductType,26,"Inventory,Food,Restaurant,Shakes,Vegeterian,",90,,https://drive.google.com/file/d/1l-H3HWUkDtCynBVVMRePYBV7TrjFhF5h/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220511/PapayaJuice.jpg,
Anar Juice,ProductType,27,"Inventory,Food,Restaurant,Shakes,Vegeterian,",120,,https://drive.google.com/file/d/15PNkTPMJ9x_ThDYa5hajMHYYeRXvkx12/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/grocery20220203/AnarJuice.jpg,
Mango JUice,ProductType,28,"Inventory,Food,Restaurant,Shakes,Vegeterian,",90,,https://drive.google.com/file/d/1Z2ndzc3lm0bwIqXvHXUUWbBmlXq4if_k/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Mangojuice.png,
Beverages,ProductClass,1,"Inventory,Food,Restaurant,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/Beverages.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Beverages,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Salad.jpg,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Beverages,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/NonVegetarian.jpg,
Cold Coffee,ProductType,4,"Inventory,Food,Restaurant,Beverages,Vegeterian,",70,,https://drive.google.com/file/d/12q3woJzjR7FpBQfmLThIsX0ExUZ8wRPo/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ColdCoffee.jpg,
Kokam Sharbat,ProductType,5,"Inventory,Food,Restaurant,Beverages,Vegeterian,",60,,https://drive.google.com/file/d/12xR1C3h3JMR_RqNLTHhbsNnIkO0iEbtS/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220511/KokamSharbat.jpg,
Kokam Soda,ProductType,6,"Inventory,Food,Restaurant,Beverages,Vegeterian,",50,,https://drive.google.com/file/d/1UAPe54ksByXaakgBBPLvy8T1ZctJ7YEk/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220511/KokamSoda.jpg,
Fresh Lemon Soda,ProductType,7,"Inventory,Food,Restaurant,Beverages,Vegeterian,",50,,https://drive.google.com/file/d/1J5bX-FnENhtkfCI_uDnhwEFcnm5ereXZ/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/FreshLemonSoda.jpg,
