label,nodeType,order,path,price,link,imageLink,Swiggy ,Zomato,description
Mutton Malvani Full,ProductUnit,5,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,Mutton Malvani,",500,https://drive.google.com/file/d/1v1ZV1_5faw2NoQm_bMXQcuIbqR5Udvjk/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonMalvaniFull.jpg,700,,
Mutton Malvani Half,ProductUnit,6,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,Mutton Malvani,",300,https://drive.google.com/file/d/1MpLLjeeMa2LkroyCGO_FU4N3EdzFifzN/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonMalvaniHalf.jpg,450,,
Mutton Handi,ProductType,7,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,",490,https://drive.google.com/file/d/1cDgJjzfBznwA7SQ2sVr2-m7bkYjS25MQ/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonHandi.jpg,650,,
Mutton Handi Full,ProductUnit,8,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,Mutton Handi,",490,https://drive.google.com/file/d/1FycDNv3fIZ4FgUmyTHr5bWKHB-S7JPU9/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonHandiFull.jpg,650,,
Mutton Handi Half,ProductUnit,9,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,Mutton Handi,",290,https://drive.google.com/file/d/1rSZt2OdDaPDJaxpteehvbb3EICXF11Ge/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonHandiHalf.jpg,400,,
Mutton Maratha Handi,ProductType,10,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,",470,https://drive.google.com/file/d/1-c3OCMmStgWNyy5oGfrsacERKvXz2oAx/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant7/MuttonMarathaHandi.jpg,620,,
Mutton Maratha Handi Full,ProductUnit,11,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,Mutton Maratha Handi,",470,https://drive.google.com/file/d/1S6knzUTpF516Gj_jYXblz3NqzUAk8ZJ7/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonMarathaHandiFull.jpg,620,,
Mutton Maratha Handi Half,ProductUnit,12,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,Mutton Maratha Handi,",260,https://drive.google.com/file/d/1zzgOxWC6FzdNgndi7SYXv7BrfNdLz_vU/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonMarathaHandiHalf.jpg,425,,
Spl Shahi Mutton Handi,ProductType,13,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,",600,,,680,,
Spl Shahi Mutton Handi Full,ProductUnit,14,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,Spl Shahi Mutton Handi,",600,,,680,,
Spl Shahi Mutton Handi Half,ProductUnit,15,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,Spl Shahi Mutton Handi,",350,,,470,,
Mutton Masala,ProductType,16,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,",200,https://drive.google.com/file/d/1-4YOHkbknBQIIukm4yZwJM6f8unGYrqS/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/NonVegeterian/MuttonMasala.jpg,200,215,
Mutton Masala Full,ProductUnit,17,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,Mutton Masala,",200,https://drive.google.com/file/d/1Ka-14_BY1l2Fy4ZsrGLerkg7gO3JrFfi/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonMasalaFull.jpg,200,215,
Mutton Fry,ProductType,18,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,",200,https://drive.google.com/file/d/19UlcaHpNTF7E8S6xFlTvhyUuq3L1fZAq/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonFry.jpg,200,,
Mutton Fry Full,ProductUnit,19,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,Mutton Fry,",200,https://drive.google.com/file/d/1CK5Y1_w51SSfsdZRLeiJUN2YegxuYlN2/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant7/MuttonFryFull.jpg,200,,
Mutton Kharda,ProductType,20,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,",250,https://drive.google.com/file/d/1tD-O7t0Q6DtQKnMO1VZLbLYHSi0Ntu9s/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonKharda.jpg,,,
Mutton Kharda Full,ProductUnit,21,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,Mutton Kharda,",250,https://drive.google.com/file/d/1uV3gW-WyQhn6i8fRLZ3ZLw3q_YljpdHQ/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant7/MuttonKhardaFull.jpg,,,
Mutton Kolhapuri,ProductType,22,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,",200,https://drive.google.com/file/d/1RJcCHg8Q0w4v8uFNs-RxxWui8qSGS6eD/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonKolhapuri.jpg,210,220,
Mutton Kolhapuri Full,ProductUnit,23,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,Mutton Kolhapuri,",200,https://drive.google.com/file/d/1UD1JA1VNK2m3ERzwRbacdsDkEOtvlzQi/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonKolhapuriFull.jpg,210,,
Mutton Adraki,ProductType,24,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,",210,https://drive.google.com/file/d/1E30iaUuovBA7pm0aYcJDGJBxIGxffgrz/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonAdraki.jpg,,220,
Mutton Adraki Full,ProductUnit,25,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,Mutton Adraki,",210,https://drive.google.com/file/d/1JqN2_mpHzr908ByhcogqGOHxUlOd1sgO/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant7/MuttonAdrakiFull.jpg,,220,
Mutton Rogan Josh,ProductType,26,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,",220,https://drive.google.com/file/d/1TTGlZZnUJnG2KoIQxAvP17zHME2OTGV_/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonRoganJosh.jpg,700,480,
Mutton Rogan Josh Full,ProductUnit,27,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,Mutton Rogan Josh,",220,https://drive.google.com/file/d/1qBvV3MaIYDT_EnJWUjsqUSuZbAEQjWtB/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonRoganJoshFull.jpg,700,480,
Egg Handi,ProductType,28,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,",130,https://drive.google.com/file/d/1lE0QWKRX8HxhgPywcmTXJhoy5iIfOkb9/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/EggHandi.jpg,,,
Egg Masala,ProductType,29,"Inventory,Food,Restaurant,Non-Vegeterian Entree,NonVegeterian,",100,https://drive.google.com/file/d/1pN-FBsZbYnOvIyYtW9x5T4XRpHKz44UY/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/EggMasala.jpg,120,,
