label,nodeType,order,path,price,description,ingredients,link,imageLink
Kaju Masala,ProductType,20,"Inventory,Food,Restaurant,Veg Entree,Vegeterian,",160,,"wheat flour  ,oil / cups,Jeera,ajwain and salt  ,
Oil for frying  cups,Masala : Chaat masala / ,maida  cups,
rava  ",https://drive.google.com/file/d/1jk05_NhTywUDWFYjKrbLV45fLqWAkGm0/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/KajuMasala.jpg
Paneer Patiyala,ProductType,21,"Inventory,Food,Restaurant,Veg Entree,Vegeterian,",200,,"Paneer –  grm,Green chilli –   chopped,Onion  –  chopped,Coriander –   chopped,Salt – / ,Oil –  ,Garam masala – / ,Coriander leaves –  ,Cream –  ,Oil –  ,Salt –  ,Kitchen king masala – / ,Coriander powder –  ,Red chilli powder –  ,Cumin seeds –  ,Red chilli dry – -,Cashew – -,Tomato –  Onion – .",https://drive.google.com/file/d/1Qo49vPHnwNLKiiUxNnE9U3-FBF0_wAkj/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerPatiyala.jpg
Kaju Singapuri,ProductType,22,"Inventory,Food,Restaurant,Veg Entree,Vegeterian,",200,,,https://drive.google.com/file/d/176gI8ICOS6PYbkRuixM4-hqVz2-bnGtW/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/KajuSingapuri.jpg
Paneer Dilwale,ProductType,23,"Inventory,Food,Restaurant,Veg Entree,Vegeterian,",200,,,https://drive.google.com/file/d/1eH_pkjNh_PI6WCJO2Bj1zP1jZQAi_ei5/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220323/PaneerDilwale.jpg
Veg Andacurry,ProductType,24,"Inventory,Food,Restaurant,Veg Entree,Vegeterian,",190,," cup paneer,¼  salt,¼  turmeric, potato ,  corn flour,½  salt,oil (for frying), inch ginger, cloves garlic, onion , tomato ,  oil, bay leaf, inch cinnamon,  cumin,½ onion,¼  turmeric,  chilli powder,½  coriander powder,½  cumin powder,½  garam masala,  salt,½ cup curd, cup water,  kasuri methi,  coriander.",https://drive.google.com/file/d/19xkVEoNcOtgPZaFY42BldrJnCdq_pu_H/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/VegAndaCurry.jpg
Lassoni Fry,ProductType,25,"Inventory,Food,Restaurant,Veg Entree,Vegeterian,",80,,,,
Rice,ProductClass,1,"Inventory,Food,Restaurant,",,,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Rice.jpg
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Rice,",,,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Rice,",,,,,
Plain Rice,ProductType,4,"Inventory,Food,Restaurant,Rice,Vegeterian,",80,," cup Rice, cups Water,  Oil (optional),  Salt (optional)",https://drive.google.com/file/d/18J_mJa06XUs-QW11tFlny9iB4N4MgBaj/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Plain-Rice.jpg
Jeera Rice,ProductType,5,"Inventory,Food,Restaurant,Rice,Vegeterian,",90,,"½ cup basmati rice,  oil,½  salt,½  salt,  coriander,water,etc",https://drive.google.com/file/d/1-GF04qtXF6mVP48_0ek2Qj07ZNbdnEES/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/JeeraRice.jpg
Masala Rice,ProductType,6,"Inventory,Food,Restaurant,Rice,Vegeterian,",120,,"  ghee,  mustard,  cumin / jeera,½  saunf / fennel,pinch asafoetida / hing,few curry leaves,½  ginger garlic paste,½ onion, tomato ,½ carrot,  peas / matar, beans ,¼ capsicum,¼  turmeric,¾  kashmiri red chilli powder,  coriander powder,½  garam masala, cup cooked rice,  salt,  coriander.",https://drive.google.com/file/d/1f42W8I8vF2MKOR1_NEpVKeDqUYYxbwXH/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MasalaRice.jpg
Dal Khichadi,ProductType,7,"Inventory,Food,Restaurant,Rice,Vegeterian,",120,,"½ cup rice,½ cup moong dal,  ghee,¼  turmeric,½  salt,¼ cup water,  ghee,  cumin, bay leaf,pinch hing, onion,  ginger garlic paste, tomato,¼  turmeric,  chilli powder,½  garam masala,½  salt, cup water,  coriander.",https://drive.google.com/file/d/1PNbeQCH3ZksaobonHyiCzwCFlavz9pBZ/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/DalKhichadi.jpg
Entree,ProductClass,1,"Inventory,Food,Restaurant,",,,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant7/Entree.jpg
NonVegeterian,ProductLine,2,"Inventory,Food,Restaurant,Entree,",,,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/NonVegetarian.jpg
Vegeterian,ProductLine,3,"Inventory,Food,Restaurant,Entree,",,,,,
Chicken Kanthki,ProductType,4,"Inventory,Food,Restaurant,Entree,NonVegeterian,",200,,,https://drive.google.com/file/d/1Dd6Zi9s0Jcc6t6xBAZRteosr3plNNCsB/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220323/ChickenKanthki.jpg
Chicken Chilli,ProductType,5,"Inventory,Food,Restaurant,Entree,NonVegeterian,",220,," chicken breasts, teaspoon salt,½ teaspoon pepper, egg, beaten,¾ cup flour( g), green pepper, sliced, red pepper, sliced,",https://drive.google.com/file/d/1zccr03DUmOBDqoID5-I1IkcG9nR33fue/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenChilli.jpg
Chicken 65,ProductType,6,"Inventory,Food,Restaurant,Entree,NonVegeterian,",220,," chicken Pcs , teaspoon salt,½ teaspoon chili powder, teaspoon chopped garli, teaspoon finely chopped green chile peppers, tablespoons cornstarch,etc",https://drive.google.com/file/d/1KiB00yMYljrQJTd8pi_-yERqqS-9omgS/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Chicken65.jpg
Chicken Manchurian,ProductType,7,"Inventory,Food,Restaurant,Entree,NonVegeterian,",220,,"gravy :garlic cloves - nos,onion roughly chopped  nos,
capsicum diced  nos,soya sauce  ,green chilli sauce  ,
spring onions chopped  cups,cornflour mixed in   water  ,chicken cubes  ,maida - ",https://drive.google.com/file/d/1bda5swwEFGvjQlk_NAqTfTgkbaWFSX_V/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenManchurian.jpg
Gavran Chicken Fry,ProductType,8,"Inventory,Food,Restaurant,Entree,NonVegeterian,",200,,,https://drive.google.com/file/d/1M0ubI13G1H7y8lopWCnDdB3qoPH8EPfO/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220323/GavranChickenFry.jpg
Mutton Fry,ProductType,9,"Inventory,Food,Restaurant,Entree,NonVegeterian,",200,,"salt / ,Oil  ml,onion  ,ginger  ,Chilly  ,
Pepper powder / ,chicken masala / ,Mutton ",https://drive.google.com/file/d/19UlcaHpNTF7E8S6xFlTvhyUuq3L1fZAq/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonFry.jpg
Fish Fry,ProductType,10,"Inventory,Food,Restaurant,Entree,NonVegeterian,",180,,,https://drive.google.com/file/d/1PpL_a6K_-PvE4WO7M0QLOPLORYanqmK0/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/NonVegeterian/FishFry.jpg
Fish Roast,ProductType,11,"Inventory,Food,Restaurant,Entree,NonVegeterian,",180,," seer fish,/  chilli powder,  masala tandoori, s lemon juice,  Ajwain seeds,to taste salt,  fish oil for each to roast.",https://drive.google.com/file/d/1N4quSZSZUKi7VBHwJzpR4scHyGAyND64/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/FishRoast.jpg
Egg Boil,ProductType,12,"Inventory,Food,Restaurant,Entree,NonVegeterian,",15,,,https://drive.google.com/file/d/1l0EKJqdWeweLwO0Hf13iZGmI0O-8Itga/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/EggBoil.jpg
Chicken Tandoori,ProductType,13,"Inventory,Food,Restaurant,Entree,NonVegeterian,",800,,"Chicken - kg,Hung Curd - / cup,Ginger Garlic Paste -  tablespoon,Red Chili Powder -  tablespoon,Garam Masala -  tablespoon,Lemon Juice -  tablespoon,Balck Pepper Powder - / tablespoon",https://drive.google.com/file/d/1WlsvcyYyU9mZXDHlzoLVNwQ8JF_WAj5Q/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenTandooriFull.jpg
Chicken Tandoori Full,ProductType,14,"Inventory,Food,Restaurant,Entree,NonVegeterian,Chicken Tandoori,",800,,"Chicken - kg,Hung Curd - / cup,Ginger Garlic Paste -  tablespoon,Red Chili Powder -  tablespoon,Garam Masala -  tablespoon,Lemon Juice -  tablespoon,Balck Pepper Powder - / tablespoon",https://drive.google.com/file/d/1WtS9O3XVpgq9-mUPuTBQQFLXAjrLodPx/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenTandooriFull.jpg
Chicken Tandoori Half,ProductType,15,"Inventory,Food,Restaurant,Entree,NonVegeterian,Chicken Tandoori,",400,," Chicken ,Hung Curd - / cup,Ginger Garlic Paste -  tablespoon,Red Chili Powder -  tablespoon,Garam Masala -  tablespoon,Lemon Juice -  tablespoon,Balck Pepper Powder - / tablespoon",https://drive.google.com/file/d/1SOqQCUJJweBBc-U9Auh5ahkIQbaIHhRn/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenTandooriHalf.jpg
Chicken Pahadi Kabab,ProductType,16,"Inventory,Food,Restaurant,Entree,NonVegeterian,",800,," kg Chicken (boneless),Salt to taste,  mustard oil,  chilli powder,  cumin powder,/  garam masala,  chat masala,  ginger-garlic paste,/  black pepper,  kasuri methi,/ cup hung curd,  roasted gram flour,  lime juice,",https://drive.google.com/file/d/1vXiCFO_16TZRp1bYvXvoIPu9Uu26UXQB/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenPahadiKabab.jpg
Chicken Pahadi Kabab Full,ProductType,17,"Inventory,Food,Restaurant,Entree,NonVegeterian,Chicken Pahadi Kabab,",800,," kg Chicken (boneless),Salt to taste,  mustard oil,  chilli powder,  cumin powder,/  garam masala,  chat masala,  ginger-garlic paste,/  black pepper,  kasuri methi,/ cup hung curd,  roasted gram flour,  lime juice,",https://drive.google.com/file/d/12NnU4gIiXOGqqSZTSwygyb31nCBk6tr7/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220323/ChickenPahadiKababFull.jpg
Chicken Pahadi Kabab Half,ProductType,18,"Inventory,Food,Restaurant,Entree,NonVegeterian,Chicken Pahadi Kabab,",400,,"Chicken (boneless),Salt to taste,  mustard oil,  chilli powder,  cumin powder,/  garam masala,  chat masala,  ginger-garlic paste,/  black pepper,  kasuri methi,/ cup hung curd,  roasted gram flour,  lime juice,",https://drive.google.com/file/d/1DAEUrEY0wUErKiOohdFSZ5_A1mrthEyX/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220323/ChickenPahadiKababHalf.jpg
Dum Ka Murga,ProductType,19,"Inventory,Food,Restaurant,Entree,NonVegeterian,",1000,,,https://drive.google.com/file/d/1-uYsg1d1cf_UfJVocqWWHxpnp1MVrJFo/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant7/DumKaMurga.jpg
Gavran Chicken Handi,ProductType,20,"Inventory,Food,Restaurant,Entree,NonVegeterian,",1000,,"kg  Gavran Chicken , handful mint, tablespoon yoghurt (curd), teaspoon red chilli powder, black cardamom, tablespoon garlic paste, teaspoon coriander powder,/ cup onion, tablespoon mustard oil, teaspoon turmeric, green cardamom, teaspoon ginger paste, teaspoon garam masala powder,salt as required",https://drive.google.com/file/d/1I91lR6GeOQDInqulUNzsVEzi7dgIVVaw/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220323/GavranChickenHandi.jpg
Gavran Chicken Handi Full,ProductType,21,"Inventory,Food,Restaurant,Entree,NonVegeterian,Gavran Chicken Handi,",1000,,"kg  Gavran Chicken , handful mint, tablespoon yoghurt (curd), teaspoon red chilli powder, black cardamom, tablespoon garlic paste, teaspoon coriander powder,/ cup onion, tablespoon mustard oil, teaspoon turmeric, green cardamom, teaspoon ginger paste, teaspoon garam masala powder,salt as required",https://drive.google.com/file/d/1lCbFPjwxWUSgrhrPHmPw8PCLyv_j3IB4/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220323/GavranChickenHandiFull.jpg
Gavran Chicken Handi Half,ProductType,22,"Inventory,Food,Restaurant,Entree,NonVegeterian,Gavran Chicken Handi,",500,,"  Gavran Chicken , handful mint, tablespoon yoghurt (curd), teaspoon red chilli powder, black cardamom, tablespoon garlic paste, teaspoon coriander powder,/ cup onion, tablespoon mustard oil, teaspoon turmeric, green cardamom, teaspoon ginger paste, teaspoon garam masala powder,salt as required",https://drive.google.com/file/d/1GQNs1c5wLfreQ994evVWcdtBcszCqq-2/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220323/GavranChickenHandiHalf.jpg
Mutton Handi,ProductType,23,"Inventory,Food,Restaurant,Entree,NonVegeterian,",1000,," kilograms lamb, handful mint, tablespoon yoghurt (curd), teaspoon red chilli powder, black cardamom, tablespoon garlic paste, teaspoon coriander powder,/ cup onion, tablespoon mustard oil, teaspoon turmeric, green cardamom, teaspoon ginger paste, teaspoon garam masala powder,salt as required",https://drive.google.com/file/d/1cDgJjzfBznwA7SQ2sVr2-m7bkYjS25MQ/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonHandi.jpg
