label,nodeType,order,path,price,ingredients,link,imageLink,Swiggy ,Zomato ,description
Baingan Gavran,ProductType,19,"Inventory,Food,Restaurant,Entree,Vegeterian,",150,,https://drive.google.com/file/d/15goAqf6r12IzAUa3pwM1b76IDWsGw7BQ/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/BainganGavran.jpg,,190,
Veg Anda Curry,ProductType,20,"Inventory,Food,Restaurant,Entree,Vegeterian,",170,"potatoes,Paneer,onions,tomatoes,
garlic,ginger,green chillies,
Salt",https://drive.google.com/file/d/18C0IFUovAUNodzfNJLpDHWfq0xMzyTPG/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/VegAndaCurry.jpg,,220,
Veg Maratha,ProductType,21,"Inventory,Food,Restaurant,Entree,Vegeterian,",160,"koftas,potatoes boiled m grated,carrots grated,
beetroot,capsicum,paneer,
besan,red chilli powder",https://drive.google.com/file/d/11npxFNMHAT_8ZUmXoQfJPlwBvEI85GCn/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Veg-Maratha.jpg,,210,
Veg Toofani,ProductType,22,"Inventory,Food,Restaurant,Entree,Vegeterian,",180,,https://drive.google.com/file/d/1zE_oBTfVDPwJDCamcOVvL0BTMDKvXdp7/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Veg-Toofani.jpg,,230,
Diwani Handi,ProductType,23,"Inventory,Food,Restaurant,Entree,Vegeterian,",180,,https://drive.google.com/file/d/1z02VX5lDgeZmFpZD3JvRPyC0UTGFxHvc/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/DiwaniHandi.jpg,,230,
Veg Lababdar,ProductType,24,"Inventory,Food,Restaurant,Entree,Vegeterian,",180,,https://drive.google.com/file/d/1vSzEQluiE5CcwjkMfFosi61q498z8qtm/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Veg-Lababdar.jpg,,230,
Kaju Masala,ProductType,25,"Inventory,Food,Restaurant,Entree,Vegeterian,",180,"maida,rava,wheat flour,oil,Jeera,ajwain,salt,Oil,Chaat masala",https://drive.google.com/file/d/1jk05_NhTywUDWFYjKrbLV45fLqWAkGm0/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/KajuMasala.jpg,,230,
Veg Jafrani Kofta,ProductType,26,"Inventory,Food,Restaurant,Entree,Vegeterian,",180,,https://drive.google.com/file/d/1mcE1BmChEhkxXi3rVzGOx1nh2tpMyN9L/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Veg-Jafrani-Kofta.jpg,,245,
Veg Patiala,ProductType,27,"Inventory,Food,Restaurant,Entree,Vegeterian,",180,,https://drive.google.com/file/d/1VTtrcTnQh7NK71uSZuTooNo3MmmCml9w/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/VegPatiala.jpg,,245,
Chole Bhatore,ProductType,28,"Inventory,Food,Restaurant,Entree,Vegeterian,",140,"chole,onion,tomato,
garlic,green chilies,red chilies,
cinnamon stick,tejpatta,coriander chopped",https://drive.google.com/file/d/1kF_MZQxe0AOMaDFiNxu1X7XApCoRhCns/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/CholeBhatore.jpg,,,
Bhendi Crunchy,ProductType,29,"Inventory,Food,Restaurant,Entree,Vegeterian,",150,,https://drive.google.com/file/d/1yGW2fReXhh4cVNhXd3EUq2dOI-ktNVV6/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/BhendiCrunchy.jpg,,,
Methi Malai Mutter,ProductType,30,"Inventory,Food,Restaurant,Entree,Vegeterian,",180,,https://drive.google.com/file/d/1jB3RwqqtEFil72Zbq5iorc_J6p44kDic/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MethiMalaiMutter.jpg,,,
Malai Kofta,ProductType,31,"Inventory,Food,Restaurant,Entree,Vegeterian,",190,"boiled potatoes,cornflour,red chilli powder,coriander powder,turmeric powder,oil,cumin seeds,salt,bay leaves,black pepper",https://drive.google.com/file/d/1VLPs06se6YOpnFqheEoxjS2W43ntezp8/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MalaiKofta.jpg,,245,
Kaju Curry,ProductType,32,"Inventory,Food,Restaurant,Entree,Vegeterian,",190,"cup cashew,kaju, whole,oil,jeera,cumin,cinnamon stick,onion, finely chopped,turmeric,haldi,kashmiri red chilli powder,lal mirch powder",https://drive.google.com/file/d/1gC6vM-RK8u99OSMQLKktR7ByUm1Jnk6W/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/KajuCurry.jpg,,245,
Shahi Paneer,ProductType,33,"Inventory,Food,Restaurant,Entree,Vegeterian,",190,"paneer,onions,tomatoes,ginger garlic paste,green chillies,salt,garam masala,soaked cashews,cream,milk,paneer masala,kasoori methi,fresh coriander",https://drive.google.com/file/d/15ewjBYijJzsvJfnokYZXpXVvYnSXO8Qs/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ShahiPaneer.jpg,,245,
Kokita Special Veg,ProductType,34,"Inventory,Food,Restaurant,Entree,Vegeterian,",240,,,,,310,
Palak Paneer,ProductType,35,"Inventory,Food,Restaurant,Entree,Vegeterian,",170,"palak,spinach,Paneer,cumin seeds,chllies,garlic,Salt,lemon juice,fresh cream,oil",https://drive.google.com/file/d/15TSU15zdBHcKR9I_i1fBqvMPLl4_FgN7/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PalakPaneer.jpg,,220,
Lasooni Paneer,ProductType,36,"Inventory,Food,Restaurant,Entree,Vegeterian,",180,,https://drive.google.com/file/d/1VvcWKo4ET_ORNG6-6VpUAADf7QhJP6qs/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/LasooniPaneer.jpg,,,
Paneer Masala,ProductType,37,"Inventory,Food,Restaurant,Entree,Vegeterian,",170,"Paneer,onion,green chillies,Ginger Garlic Paste,tomato,Chilly Powder,Garam Masala Powder,Coriander Powder,Coriander Leaves,Curry Leaves",https://drive.google.com/file/d/1qYwzOkLWokms8zuBp2TCUDb8DJfV9w2S/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerMasala.jpg,,220,
Paneer Butter Masala,ProductType,38,"Inventory,Food,Restaurant,Entree,Vegeterian,",180,"Paneer,onion,tomato,Cashew,Chilly,Chilly powder,turmeric powder,Garam masala",https://drive.google.com/file/d/1hxW4pcTbsHP6Ql9I_VfGsXwGKF6m006R/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerButterMasala.jpg,,230,
Paneer Tikka Masala,ProductType,39,"Inventory,Food,Restaurant,Entree,Vegeterian,",190,"paneer,capsicums,onions,tomatoes,oil,butter,cream,sugar,leaves,garlic pods,inch ginger piece,white sesame seeds",https://drive.google.com/file/d/1BmyxNFwPwf7zpalxZOSRuGMcKOWv1EoQ/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerTikkaMasala.jpg,,245,
Toofani Kaju Paneer,ProductType,40,"Inventory,Food,Restaurant,Entree,Vegeterian,",190,,https://drive.google.com/file/d/1GyVYe74jvKePxPBvdppbbfc5pg2jBn4L/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Toofani-Kaju-Paneer.jpg,,245,
Paneer Lababdar,ProductType,41,"Inventory,Food,Restaurant,Entree,Vegeterian,",190,"Oil,Jeera,Bay Leaves,Cinnamon Stick,Cardamom,Peppercorns,Medium Onions,Ginger,Green Chillies,Garlic Cloves",https://drive.google.com/file/d/1klQ6gkZcDP9VZtjnp8INcM4dPmLs2AJe/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/PaneerLababdar.jpg,,245,
Paneer Pasanda,ProductType,42,"Inventory,Food,Restaurant,Entree,Vegeterian,",210,"Paneer,cashews,almonds,Oil,Tamatar,mirch,malai,gravy,Tomatoes,onion,Garlic cloves,ginger,green chillies,Jeera,Oil,Almonds,Salt,turmeric powder",https://drive.google.com/file/d/17Yu6KNCHcPsLQufrz0v7tdk_nlJECrZ3/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerPasanda.jpg,,270,
Paneer Bhurji,ProductType,43,"Inventory,Food,Restaurant,Entree,Vegeterian,",190,"milk,citric acid,onion,tomatoes,ginger garlic paste,red chilli powder,haldi,dhania powder,garam masala,pav bhaji masala,salt",https://drive.google.com/file/d/1LZZA3_svXkXtLnQWAZxfqenp_2-30QI-/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/PaneerBhurji.jpg,,,
Paneer Jafrani Kofta,ProductType,44,"Inventory,Food,Restaurant,Entree,Vegeterian,",190,,https://drive.google.com/file/d/1JrW8VWRrvHE1sUhYauYWnflPsCLu_a36/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerJafraniKofta.jpg,,,
Mutter Paneer,ProductType,45,"Inventory,Food,Restaurant,Entree,Vegeterian,",170,"Paneer,Grams,Green peas,Ginger garlic paste,teaspoon,Onion sliced,Fresh Tomato puree,tomatoes,Green chillies,Turmeric powder,Chilli powder,Garam masala,Coriander powder",https://drive.google.com/file/d/1huDNxCZ-qNC4fo-BTry7L1bsN4vjlnfl/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/MutterPaneer.jpg,,,
Paneer Toofani,ProductType,46,"Inventory,Food,Restaurant,Entree,Vegeterian,",180,,https://drive.google.com/file/d/1O3z_88ickTVkb3oTDYZ-W87kWbaryaF2/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerToofani.jpg,,230,
Roti and Naan,ProductClass,1,"Inventory,Food,Restaurant,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Roti.jpg,,,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Roti and Naan,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Salad.jpg,,,
NonVegeterian,ProductLine,2,"Inventory,Food,Restaurant,Roti and Naan,",,,,,,,
Chapati,ProductType,3,"Inventory,Food,Restaurant,Roti and Naan,Vegeterian,",20,"Wheat Flour,Nova Ghee,Salt,Water",https://drive.google.com/file/d/1BCZG8M0F-__45K4lUhTp357cF_FXpX8k/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Chapati.jpg,,25,
Butter Chapati,ProductType,4,"Inventory,Food,Restaurant,Roti and Naan,Vegeterian,",25,,https://drive.google.com/file/d/1caizJDjMx1SJWxFLCQo3mIbbJRJ5ynbR/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ButterChapati.jpg.crdownload.jpg,,30,
Roti,ProductType,5,"Inventory,Food,Restaurant,Roti and Naan,Vegeterian,",20,,https://drive.google.com/file/d/1x6gZ4Q7wVOFVo1bP4pT594jcrC0bHQhc/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Roti.jpg,,,
Butter Roti,ProductType,6,"Inventory,Food,Restaurant,Roti and Naan,Vegeterian,",25,,https://drive.google.com/file/d/1PNULLWY7VuyeG2a34qt5BEKw-7DMFTNG/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/ButterRoti.jpg,,,
Naan,ProductType,7,"Inventory,Food,Restaurant,Roti and Naan,Vegeterian,",30,"maida,aata,dry yeast,salt,sugar,milk,baking powder,baking soda",https://drive.google.com/file/d/1HGpowHCtwGjO9lQu_UGtIBIw8scvg48S/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/Naan.jpg,,,
Butter Naan,ProductType,8,"Inventory,Food,Restaurant,Roti and Naan,Vegeterian,",35,"maida,all purpose flour,cup sour curd,tablespoon salt,oil,butter",https://drive.google.com/file/d/1MtQMs3CTx3V8aidYwZMPC4fkYQr9cYrr/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ButterNaan.jpg,,,
Kulcha,ProductType,9,"Inventory,Food,Restaurant,Roti and Naan,Vegeterian,",30,,https://drive.google.com/file/d/1UiYj7XmI0co1RiWilUv__5eUoEp2_YB_/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/Kulcha.jpg,,,
Butter Kulcha,ProductType,10,"Inventory,Food,Restaurant,Roti and Naan,Vegeterian,",35,,https://drive.google.com/file/d/11DOuIe86RXOgEGTqVwSJtZUPheewt2Ih/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/ButterKulcha.jpg,,,
Lachha Paratha,ProductType,11,"Inventory,Food,Restaurant,Roti and Naan,Vegeterian,",30,"wheat flour,bathua finely chopped,salt,red chilli powder,cumin seeds,chaat masala,asafotida",https://drive.google.com/file/d/13T1Ym391AR1dRSdz5ZCKJI-f9OfMzFal/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/LachhaParatha.jpg,,,
Garlic Roti,ProductType,12,"Inventory,Food,Restaurant,Roti and Naan,Vegeterian,",35,"wheat flour,salt,ghee,ajwain,garlic powder,garlic",https://drive.google.com/file/d/1wtxbAj298WvKMtYOxqUgndhVh4_EBhWj/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/GarlicRoti.jpg,,,
Garlic Naan,ProductType,13,"Inventory,Food,Restaurant,Roti and Naan,Vegeterian,",40,"melted butter,yoghurt,curd,baking powder,flour,garlic paste,salt,water,chopped coriander leaves,butter",https://drive.google.com/file/d/1ZrjzImNdtXyFGwa8e1Mzd7oH4glw7hFg/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/GarlicNaan.jpg,,,
Cheese Garlic Naan,ProductType,14,"Inventory,Food,Restaurant,Roti and Naan,Vegeterian,",60,,https://drive.google.com/file/d/19lmMR8aSzH_Jf5B1Hill3Gg0NM8qIcIG/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/CheeseGarlicNaan.jpg,,,
Rice,ProductClass,1,"Inventory,Food,Restaurant,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Rice.jpg,,,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Rice,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Salad.jpg,,,
NonVegeterian,ProductLine,2,"Inventory,Food,Restaurant,Rice,",,,,,,,
Steam Rice Half,ProductUnit,3,"Inventory,Food,Restaurant,Rice,Vegeterian,",60,,https://drive.google.com/file/d/1rz5zXPIQGSpQfEGwxkotCPgigfE2dDqK/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Steam-Rice-Half.jpg,,,
Steam Rice Full,ProductUnit,4,"Inventory,Food,Restaurant,Rice,Vegeterian,",90,,https://drive.google.com/file/d/1RmdWMYUP-cS6cEoP47C4jrzK-XbS_o86/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/SteamRiceFull.jpg,,,
Jeera Rice Half,ProductUnit,5,"Inventory,Food,Restaurant,Rice,Vegeterian,",70,"bay leaf,green cardamom,big cardamom,green chili,salt,chopped coriander leaves,rice,ghee,cinamom stick,half water",https://drive.google.com/file/d/1gab5eRuLll1Ed8DokZQ1FuTko20Esbwa/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/JeeraRiceHalf.jpg,,,
Jeera Rice Full,ProductUnit,6,"Inventory,Food,Restaurant,Rice,Vegeterian,",100,"bay leaf,cloves,green cardamom,cardamom,green chili,salt,chopped coriander leaves,rice,ghee,cinamom stick,water",https://drive.google.com/file/d/1XWi_RFUxoXm7T2NMDEQrUBKa57-mY2EL/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/JeeraRiceFull.gif,,,
Veg Pulav,ProductType,7,"Inventory,Food,Restaurant,Rice,Vegeterian,",150,"cauliflower,potato,onion,carrot,Cumin seeds,Salt,Bay leaves,Cinnamon,
Black pepper,Cloves,Red chilli powder",https://drive.google.com/file/d/1JVN_maOr1Clvt-SlU51QylwBcZng4liR/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/VegPulav.jpg,,,
Curd Rice,ProductType,8,"Inventory,Food,Restaurant,Rice,Vegeterian,",140,"Cooked rice,Curd,Sugar,Salt,Coriander leaves,Pomegranate seeds,Cumin and mustard seeds,Desi ghee,Clarified butter",https://drive.google.com/file/d/1vBvzMDzVFIOmHhoFGfSV2bWWfqhHbujJ/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/CurdRice.jpg,,,
Dal/Palak Khichadi,ProductType,9,"Inventory,Food,Restaurant,Rice,Vegeterian,",150,,https://drive.google.com/file/d/11HB4AXSL_GCav0iXN46-qOGDO_RtnFbd/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/DalPalakKhichadi.jpg,,,
Hydrabadi Biryani,ProductType,10,"Inventory,Food,Restaurant,Rice,Vegeterian,",160,"onion,tometo,garlic,ginger,green chilli,coriander,leaves mint,saunf,birayani",https://drive.google.com/file/d/11iP5uszse22DlkMdl98vIOz2bpdz16Mg/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/HydrabadiBiryani.jpg,,,
Resham Veg Biryani,ProductType,11,"Inventory,Food,Restaurant,Rice,Vegeterian,",160,,https://drive.google.com/file/d/1BABiBjZDIDBCT2NsFs2TWSejbUJpkalj/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Resham-Veg-Biryani.jpg,,,
Veg Fried Rice,ProductType,12,"Inventory,Food,Restaurant,Rice,Vegeterian,",150,"rice,Water,mixed vegtable,Salt,Clove,Bay leaf,Oil,Chilli powder,Tumeric powder",https://drive.google.com/file/d/1bz2y7h_zxW5FIwkPU1ouPFuPXrxVdyrI/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Veg-Fried-Rice.jpg,,,
Schezwan Fried Rice,ProductType,13,"Inventory,Food,Restaurant,Rice,Vegeterian,",160,"red capsicum,green capsicum,onions,carrot,spring onions,boiled noodles,rice,oil,red chilly sauce,Schezwan sauce",https://drive.google.com/file/d/1pzlv1pfwO8wxMZK_QafdR3WMCB7-bejE/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Schezwan-Fried-Rice.jpg,,,
Lemon Corrindar Rice,ProductType,14,"Inventory,Food,Restaurant,Rice,Vegeterian,",150,,https://drive.google.com/file/d/1yCdspUP5ffErdPFbUVWOMl9ur6Gg-0P4/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/LemonCorrindarRice.jpg,,,
Paneer Fried Rice,ProductType,15,"Inventory,Food,Restaurant,Rice,Vegeterian,",160,"Paneer,Cooked Rice,Carrot,Beans,big Onion,Turmaric powder,Karam masala,Chilly powder",https://drive.google.com/file/d/1R1J0DyulHnwUFaB2liMQ2_7qtsXnJ0QK/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/PaneerFriedRice.jpg,,,
Veg Hong Kong Rice,ProductType,16,"Inventory,Food,Restaurant,Rice,Vegeterian,",140,"Oil,Sliced Ginger,Spring Onions,Minced Garlic,Star Anise,Dried Orange Peel,Bay Leaves,
Cinnamon Bark,Beef Brisket,Tendon,Rice,Water,White Radish",,,,,
Tripple Schezwan Rice,ProductType,17,"Inventory,Food,Restaurant,Rice,Vegeterian,",180,,https://drive.google.com/file/d/1EBl-54DBPbLnd3J-JGREQwn833u0aE8D/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Tripple-Schezwan-Rice.jpg,,,
