label,nodeType,order,path,price,description,ingredients,link,imageLink
Sweet Corn Dosa,ProductType ,11,"Inventory,Food,Restaurant,Upma Masala Dosa,Vegeterian,",90,,,https://drive.google.com/file/d/1dl7x_qNPmiQseGoNeow5MrYUX4QwaYhB/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/foodAugust2022/SweetCornDosa.jpg
ShreeKrishna Special Dosa,ProductType ,12,"Inventory,Food,Restaurant,Upma Masala Dosa,Vegeterian,",120,,,https://drive.google.com/file/d/1FsBzoFw3SZ9Jr2N6LUikREdVdUHrml0Q/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/foodAugust2022/ShreeKrishnaSpecialDosa.jpg
Onion Dosa,ProductClass,1,"Inventory,Food,Restaurant,",,,,https://drive.google.com/file/d/17O5gjx5BoC4YznCPjrEmGXPr4xAjiT9v/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/OnionDosa.jpg
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Onion Dosa,",,,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Onion Dosa,",,,,,
Onion Dosa,ProductType ,4,"Inventory,Food,Restaurant,Onion Dosa,Vegeterian,",60,,"½ cup unroasted rava (sooji or semolina),½ cup Rice Flour,2 tablespoon all purpose flour or whole wheat flour,1 green chili – finely chopped,1 medium onion,½ inch ginger ,water or buttermilk as required,9 to 10 black peppercorns ,1 tablespoon chopped coriander leaves,salt as required,½ teaspoon mustard seeds,1 teaspoon cumin seeds,5 to 6 curry leaves – chopped,1 teaspoon oil.",https://drive.google.com/file/d/17O5gjx5BoC4YznCPjrEmGXPr4xAjiT9v/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/OnionDosa.jpg
Onion Butter Dosa,ProductType ,5,"Inventory,Food,Restaurant,Onion Dosa,Vegeterian,",70,,"½ cup unroasted rava (sooji or semolina),½ cup Rice Flour,2 tablespoon all purpose flour or whole wheat flour,1 green chili – finely chopped,1 medium onion,½ inch ginger ,water or buttermilk as required,9 to 10 black peppercorns ,1 tablespoon chopped coriander leaves,salt as required,½ teaspoon mustard seeds,1 teaspoon cumin seeds,5 to 6 curry leaves – chopped,1 teaspoon oil,Butter.",https://drive.google.com/file/d/1O-Y2IQQYqiR4AGX2rJmYeyDQVrS-Ab7G/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/OnionButterDosa.jpg
Onion Paneer Dosa,ProductType ,6,"Inventory,Food,Restaurant,Onion Dosa,Vegeterian,",80,,"½ cup unroasted rava (sooji or semolina),½ cup Rice Flour,2 tablespoon all purpose flour or whole wheat flour,1 green chili – finely chopped,1 medium onion,½ inch ginger ,water or buttermilk as required,9 to 10 black peppercorns ,1 tablespoon chopped coriander leaves,salt as required,½ teaspoon mustard seeds,1 teaspoon cumin seeds,5 to 6 curry leaves – chopped,1 teaspoon oil,Paneer.",https://drive.google.com/file/d/1U0XKxIwq1nByPgDK-iyq6RJxdHK87GCt/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/foodAugust2022/OnionPaneerDosa.jpg
Onion Cheese Dosa,ProductType ,7,"Inventory,Food,Restaurant,Onion Dosa,Vegeterian,",80,,"½ cup unroasted rava (sooji or semolina),½ cup Rice Flour,2 tablespoon all purpose flour or whole wheat flour,1 green chili – finely chopped,1 medium onion,½ inch ginger ,water or buttermilk as required,9 to 10 black peppercorns ,1 tablespoon chopped coriander leaves,salt as required,½ teaspoon mustard seeds,1 teaspoon cumin seeds,5 to 6 curry leaves – chopped,1 teaspoon oil,Cheese.",https://drive.google.com/file/d/15lOi7aK2fVdKzroNACN_1Fl_XW31H07m/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/foodAugust2022/OnionCheeseDosa.jpg
Onion Cheese Paneer Dosa,ProductType ,8,"Inventory,Food,Restaurant,Onion Dosa,Vegeterian,",90,,"½ cup unroasted rava (sooji or semolina),½ cup Rice Flour,2 tablespoon all purpose flour or whole wheat flour,1 green chili – finely chopped,1 medium onion,½ inch ginger ,water or buttermilk as required,9 to 10 black peppercorns ,1 tablespoon chopped coriander leaves,salt as required,½ teaspoon mustard seeds,1 teaspoon cumin seeds,5 to 6 curry leaves – chopped,1 teaspoon oil,Paneer.Cheese.",https://drive.google.com/file/d/1eUXTHFQWvrzoxrYIZ7X3waYuded8oo3g/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/foodAugust2022/OnionCheesePaneerDosa.jpg
Plain Dosa,ProductClass,1,"Inventory,Food,Restaurant,",,,,https://drive.google.com/file/d/10plRQE3QzHB9B3sYn-Iln6caUOxUAyN-/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PlainDosa.jpg
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Plain Dosa,",,,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Plain Dosa,",,,,,
Plain Dosa,ProductType ,4,"Inventory,Food,Restaurant,Plain Dosa,Vegeterian,",50,,"1 cup urad dal,3 cup sona masuri rice / dosa rice,½ tsp methi / fenugreek seeds,1 cup paper avalakki / beaten rice / thin poha,oil for roasting dosa,salt to taste,Butter.",https://drive.google.com/file/d/10plRQE3QzHB9B3sYn-Iln6caUOxUAyN-/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PlainDosa.jpg
Plain Butter Dosa,ProductType ,5,"Inventory,Food,Restaurant,Plain Dosa,Vegeterian,",60,,"2 cup urad dal,3 cup sona masuri rice / dosa rice,½ tsp methi / fenugreek seeds,1 cup paper avalakki / beaten rice / thin poha,oil for roasting dosa,salt to taste.",https://drive.google.com/file/d/1hv8H6q4-K6TaEpF1GqCc4aUuvIvcqoz9/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220212/PlainButterDosa.jpg
Plain Paneer Dosa,ProductType ,6,"Inventory,Food,Restaurant,Plain Dosa,Vegeterian,",70,,"Paneer cubes   1/2 cup, Onion  1,   Tomato  1/2,Red chili powder  1/2 tsp,Garam masala  1/2 tsp, Salt  as needed, Curry leaves  few,  Mustard seeds   1/4 tsp, Oil  2 tsp + for making dosa .",https://drive.google.com/file/d/1PfhdN6LGpleZawLOu-h4UEKM4GSmWVJY/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/foodAugust2022/PlainPaneerDosa.jpg
Plain Cheese Dosa,ProductType ,7,"Inventory,Food,Restaurant,Plain Dosa,Vegeterian,",70,,"1 cup urad dal,3 cup sona masuri rice / dosa rice,½ tsp methi / fenugreek seeds,1 cup paper avalakki / beaten rice / thin poha,oil for roasting dosa,salt to taste,Butter.,Cheese.",https://drive.google.com/file/d/17XRCDGOeQ90rUo6XWbwmFC8a3nqz557g/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/foodAugust2022/PlainCheeseDosa.jpg
Plain Cheese Paneer Dosa,ProductType ,8,"Inventory,Food,Restaurant,Plain Dosa,Vegeterian,",80,,"2 cup urad dal,3 cup sona masuri rice / dosa rice,½ tsp methi / fenugreek seeds,1 cup paper avalakki / beaten rice / thin poha,oil for roasting dosa,salt to taste,Butter.,Cheese,Paneer.",https://drive.google.com/file/d/1O1QCc_xHVIT2vDn3f4GGJ9LEUSXiqQ7K/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/foodAugust2022/PlainCheesePaneerDosa.jpg
Plain Schezwan Dosa,ProductType ,9,"Inventory,Food,Restaurant,Plain Dosa,Vegeterian,",70,,"2.5 to 3 cups dosa batter,¼ cup finely chopped spring onions greens.¼ cup chopped coriander leaves,⅓ cup finely chopped spring onion whites,⅓ cup finely chopped onions,⅓ cup finely chopped capsicum,½ cup grated carrot,½ cup finely chopped tomatoes,Schezwan Sauce as required,butter as required,oil for greasing the pan.",https://drive.google.com/file/d/1pTW6AQHbfnh0Dy2l_LGLhBka7g3lVt7b/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/foodAugust2022/PlainSchezwanDosa.jpg
Plain Chocolate Dosa,ProductType ,10,"Inventory,Food,Restaurant,Plain Dosa,Vegeterian,",70,,"1 1/2 cup dosa batter,3 tablespoon chocolate syrup,4 tablespoon chopped walnuts,8 tablespoon nutella,1 tablespoon butter.",https://drive.google.com/file/d/17eXdBGPI29rNs6JqUU0sFy7ngNso-yH3/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/foodAugust2022/PlainChocolateDosa.jpg
Uttappa,ProductClass,1,"Inventory,Food,Restaurant,",,,,https://drive.google.com/file/d/1H3XHRTGbrp7HeMDFD8nZJh2zTcLCp_1W/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Uttappa.jpg
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Uttappa,",,,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Uttappa,",,,,,
Onion Uttappa,ProductType ,4,"Inventory,Food,Restaurant,Uttappa,Vegeterian,",70,,"3 cups idli batter,1 no big onion,1 long green chilies,oil / ghee.",https://drive.google.com/file/d/1tM2Dw1K8XjlK4_duAdRFt6Un8RcZumFP/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/OnionUttappa.jpg
Tomato Uttappa,ProductType ,5,"Inventory,Food,Restaurant,Uttappa,Vegeterian,",70,," cups of idli batter,1 of tomato,A few of curry leaves,2-3 tbsp of gingelly.",https://drive.google.com/file/d/1EltYnXBfPeLOSl4A0fGDzTApnsyUD7Vf/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/TomatoUttappa.jpg
Masala Uttappa,ProductType ,6,"Inventory,Food,Restaurant,Uttappa,Vegeterian,",80,,"2 Large onion,½ cup Shallots /small onion,2 tablespoon Finely chopped carrot,2 tablespoon Finely chopped coriander,1 Green chilli chopped,2 teaspoon Oil per uttapam,Ghee as needed optional.",https://drive.google.com/file/d/1r_dBCJd91WOfpHDhO8CajbjLp7xEfFEl/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MasalaUttappa.jpg
Assal Hyderabadi Swad,ProductClass,1,"Inventory,Food,Restaurant,",,,,https://drive.google.com/file/d/1zYHWJdvBJd7wg9a5X3KMw0lj-D6gpeGx/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/foodAugust2022/AssalHyderabadiSwad.jpg
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Assal Hyderabadi Swad,",,,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Assal Hyderabadi Swad,",,,,,
Idli 3Pcs,ProductType ,4,"Inventory,Food,Restaurant,Assal Hyderabadi Swad,Vegeterian,",50,,,https://drive.google.com/file/d/1ts76jVXLdAuHeIqd0qHpFKFVO-gMeufw/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food030822/Idli3Pcs.jpg
Vada Sambar,ProductType ,5,"Inventory,Food,Restaurant,Assal Hyderabadi Swad,Vegeterian,",50,,,https://drive.google.com/file/d/1qWlTcmEbLkSqU7LCBblzPUto7LP3i08I/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/VadaSambar.jpg
Mysore Bonda,ProductType ,6,"Inventory,Food,Restaurant,Assal Hyderabadi Swad,Vegeterian,",50,,"1 1/2 cup all purpose flour,1/2 cup rice flour,salt as required,1/2 cup yoghurt (curd),1/2 inch ginger,refined oil as required,1/2 teaspoon baking soda,1 small onion,1/3 teaspoon cumin,6 coriander leaves.",https://drive.google.com/file/d/18ERX5la3OPcn5_xlmiTtfxznv5VUymzC/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Mysorebonda.jpg
Upma,ProductType ,7,"Inventory,Food,Restaurant,Assal Hyderabadi Swad,Vegeterian,",50,,"1/2 cup rava (sooji),1 medium sized onion ,1 and 1/4 cups water,2 tbsp milk optional,9 pieces cashews,salt to taste,",https://drive.google.com/file/d/13GQTe4OiqscBJk7ZffGulypnLQLHUbGI/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Upma.jpg
Idli Vada Mix,ProductType ,8,"Inventory,Food,Restaurant,Assal Hyderabadi Swad,Vegeterian,",55,,"2 cup Idli batter,For aloo mixture,2 big size potatoes boiled,1 inch grated or crushed ginger,2-3 cloves crushed or chopped garlic,4-5 curry leaves,1 chopped green chilli,1 tsp mustard seeds,1 pinch asafoetida /hing,1 tsp turmeric,leaves Chopped coriander,1/2 tbsp salt adjust as per taste,1 tbsp lemon juice,2 tbsp oil,1 cup besan,1 tsp salt adjust as per taste,1 tsp red chilli powder,1/4 tsp baking soda,1 pinch asafoetida/ hing,as needed Water.",https://drive.google.com/file/d/1DoXmdXFHnAD3HbD41QtrDjWXcZK24ljX/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/IdliVadaMix.jpg
Tawa Idli,ProductType ,9,"Inventory,Food,Restaurant,Assal Hyderabadi Swad,Vegeterian,",60,,"4-5 leftover idlis,2 tbsp. butter,1 onion, finely chopped,2 garlic, chopped (opt),2 green chilies,1 sprig curry leaves. chopped,pinch salt (opt),2 tbsp. idli podi,1 tbsp. coriander leaves, chopped.",https://drive.google.com/file/d/1yapS8hbseUm6WcBWrC8SHzW4MRPeWVR8/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220212/TawaIdli.jpg
Butter Idli,ProductType ,10,"Inventory,Food,Restaurant,Assal Hyderabadi Swad,Vegeterian,",70,,,https://drive.google.com/file/d/1nkbZcFHbsGJFUO5JOzrRrZuTRR2v0Vn-/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Butteridli.jpg
Ghee Karbarpodi Idli,ProductType ,11,"Inventory,Food,Restaurant,Assal Hyderabadi Swad,Vegeterian,",60,,,,
Fry Idli,ProductType ,12,"Inventory,Food,Restaurant,Assal Hyderabadi Swad,Vegeterian,",70,,"4 to 5 idli pieces ,chaat masala,salt as required,oil to deep fry or shallow fry the idlis.",https://drive.google.com/file/d/146QQ6RTf4wchunJJ3eRII-dQbsoTtOFO/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/foodlinksgapApril25/FryIdli.jpg
Cheese Idli,ProductType ,13,"Inventory,Food,Restaurant,Assal Hyderabadi Swad,Vegeterian,",80,,"5 to 5 idli pieces ,chaat masala,salt as required,oil to deep fry or shallow fry the idlis,Cheese.",https://drive.google.com/file/d/1nOf49uJLMhULqMhaDXWzfvpktfv95dZI/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/foodAugust2022/CheeseIdli.jpg
Beverages,ProductClass,1,"Inventory,Food,Restaurant,",,,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/Beverages.jpg
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Beverages,",,,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Salad.jpg
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Beverages,",,,,,
Water Bottle 500ml,ProductType ,4,"Inventory,Food,Restaurant,Beverages,Vegeterian,",10,,,https://drive.google.com/file/d/1drWCsPKdjRHKlooH9CwcFL1WkxkIGaZF/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Water-Bottle-500ml.jpg
Water Bottle 1Ltr,ProductType ,5,"Inventory,Food,Restaurant,Beverages,Vegeterian,",20,,,https://drive.google.com/file/d/1SaRoZ_vD1PzwGtXOWgGNhI4ElA1FzqH2/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Water-Bottle-1-Ltr.jpg
