label,nodeType,order,path,price,Ingredients,link,imageLink,description
French Fries,ProductType,7,"Inventory,Food,Restaurant,Veg Snacks,Vegeterian,",50,"potatoes  ,oil for frying  ,red chilli flakes  ,
Salt  ",https://drive.google.com/file/d/1OkJBwMbikkeQriYIH41haxxTopeFdL7y/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/FrenchFries.jpg,
Peri Peri Fries,ProductType,8,"Inventory,Food,Restaurant,Veg Snacks,Vegeterian,",60,"  potato peeled and even long finger cute,  Oil,
  corn flour,  ice water,  peri peri powder",https://drive.google.com/file/d/1Xca3b3wbJDb1PAW3FCV9gz2n_PJ_nMGj/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PeriPeriFries.jpg,
Rolls,ProductClass,1,"Inventory,Food,Restaurant,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PNR-Tikka-Roll.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Rolls,",,,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Rolls,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/NonVegetarian.jpg,
Spany Soya Roll,ProductType,4,"Inventory,Food,Restaurant,Rolls,Vegeterian,",49,"Soyabean chunks  ,Curd  ,Ginger paste  ,
Green chile paste  ,Turmeric powder  ,
Garom masala    homemade,Whole wheat flour   ,
Protein powder  ,Salt   ,Warm water  ", ,,
Paneer Roll,ProductType,5,"Inventory,Food,Restaurant,Rolls,Vegeterian,",60,"  paneer,  maida, Green capsicum, onion,
Curd  ,Ginger garlic paste  ,  Salt,Red chili powder ,
  turmeric powder,  coriander powder",https://drive.google.com/file/d/1rLmWIzACt0JgoaS1ib99qN5FWXRVRKEl/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerRoll.jpg,
Rice,ProductClass,1,"Inventory,Food,Restaurant,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Rice.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Rice,",,,,,
NonVegeterian,ProductLine,2,"Inventory,Food,Restaurant,Rice,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/NonVegetarian.jpg,
Veg Schezwan Fried Rice,ProductType,3,"Inventory,Food,Restaurant,Rice,Vegeterian,",80,"  cooked Rice,  Mix Vegetables like french beans, carrot, capsicum, cabbage.,
  finely chopped Garlic,  finely chopped Spring Onion, greens for garnishing salt to taste,  Schezwan Sauce,  Black Pepper Powder,
  Oil",https://drive.google.com/file/d/1i4sLAmwV7ByQqxTBDx1VFC3PWNxqB3a5/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/VegSchezwanFriedRice.jpg,
Pizza,ProductClass,1,"Inventory,Food,Restaurant,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food1/pizza.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Pizza,",,,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Pizza,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/NonVegetarian.jpg,
Paneer Onion Pizza,ProductType,4,"Inventory,Food,Restaurant,Pizza,Vegeterian,",99," pizza base,  paneer  cottage cheese,
  mozzarella cheese,  sweet corn, tomato slice,
  tomato saus,  chilli flakes,  uzza saus",https://drive.google.com/file/d/1J14nh3bE3pv3h_5MAvIi0Hn2zq8HX6i-/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerOnionPizza.jpg,
Paneer Onion Pizza,ProductType,5,"Inventory,Food,Restaurant,Pizza,Vegeterian,",140," pizza base,  paneer  cottage cheese,  mozzarella cheese,
  sweet corn, tomato slice,  tomato saus,
  chilli flakes, ",https://drive.google.com/file/d/1J14nh3bE3pv3h_5MAvIi0Hn2zq8HX6i-/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerOnionPizza.jpg,
Sweet Corn Pizza,ProductType,6,"Inventory,Food,Restaurant,Pizza,Vegeterian,",120,,https://drive.google.com/file/d/1HVQvM54lC53nS2OwgcwkFU3kWgOMP7C_/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Sweet-Corn-Pizza.jpg,
Sweet Corn Pizza,ProductType,7,"Inventory,Food,Restaurant,Pizza,Vegeterian,",160,,https://drive.google.com/file/d/1HVQvM54lC53nS2OwgcwkFU3kWgOMP7C_/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Sweet-Corn-Pizza.jpg,
Onion Tomato Capsicum Pizza,ProductType,8,"Inventory,Food,Restaurant,Pizza,Vegeterian,",90," tomatoes thinly sliced, prebaked   pizza base,
  oil,  paper powder,  salt,
  mozzrella cheese, tabele spoon fresh med basil,
   diced onion,   diced capsicum,  diced paneer",https://drive.google.com/file/d/1BpPzk2fAETxQYmvVusNEZ35K1en5Yp8c/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/OnionTomatoCapsicumPizza.jpg,
Onion Tomato Capsicum Pizza,ProductType,9,"Inventory,Food,Restaurant,Pizza,Vegeterian,",130," tomatoes thinly sliced, prebaked   pizza base,
  oil,  paper powder,  salt,
  mozzrella cheese, tabele spoon fresh med basil,
   diced onion,   diced capsicum,
  diced paneer",https://drive.google.com/file/d/1BpPzk2fAETxQYmvVusNEZ35K1en5Yp8c/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/OnionTomatoCapsicumPizza.jpg,
Mushroom Tomato Pizza,ProductType,10,"Inventory,Food,Restaurant,Pizza,Vegeterian,",90,,https://drive.google.com/file/d/1szCW35HCDPORDyiZaksFyAmq99Ivhz6v/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MushroomTomatoPizza.jpg,
Mushroom Tomato Pizza,ProductType,11,"Inventory,Food,Restaurant,Pizza,Vegeterian,",130,,https://drive.google.com/file/d/1szCW35HCDPORDyiZaksFyAmq99Ivhz6v/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MushroomTomatoPizza.jpg,
Margritha Pizza,ProductType,12,"Inventory,Food,Restaurant,Pizza,Vegeterian,",110,"flour . ,warm water   . ,dry active yeast . ,
olive oil  ,salt  ,sugar  ,cornmeal  ,
onion sliced  ,tomato sliced  ,green chilli chopped  ,
sweet corn boiled  ",https://drive.google.com/file/d/1ltCBRXfdyjH8pEds6ZpXI9T0pl3caykI/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MargrithaPizza.jpg,
Margritha Pizza,ProductType,13,"Inventory,Food,Restaurant,Pizza,Vegeterian,",150,"flour . ,warm water  . ,dry active yeast . ,
olive oil  ,salt  ,sugar  ,cornmeal  ,
onion sliced  ,tomato sliced  ,green chilli chopped  ,
sweet corn boiled  ",https://drive.google.com/file/d/1ltCBRXfdyjH8pEds6ZpXI9T0pl3caykI/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MargrithaPizza.jpg,
Four Sesetion Pizza,ProductType,14,"Inventory,Food,Restaurant,Pizza,Vegeterian,",120,, ,,
Four Sesetion Pizza,ProductType,15,"Inventory,Food,Restaurant,Pizza,Vegeterian,",160,, ,,
Burger,ProductClass,1,"Inventory,Food,Restaurant,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Burger.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Burger,",,,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Burger,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/NonVegetarian.jpg,
Veg Burger,ProductType,4,"Inventory,Food,Restaurant,Burger,Vegeterian,",50,,https://drive.google.com/file/d/1d4T4ocGTOibUjikI_CZrc4fkIRChDq8d/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Veg-Burger.jpg,
Veg Cheese Burger,ProductType,5,"Inventory,Food,Restaurant,Burger,Vegeterian,",60,,https://drive.google.com/file/d/1BRIGvcNMtmyGxtykXr10OQnq4woHNBxu/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/VegCheeseBurger.jpg,
Paneer Burger,ProductType,6,"Inventory,Food,Restaurant,Burger,Vegeterian,",70,,https://drive.google.com/file/d/1zje18o_gk0sCo3Nt9PK7QexWDqEjCkvO/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerBurger.jpg,
Pasta,ProductClass,1,"Inventory,Food,Restaurant,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-6/Pasta.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Pasta,",,,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Pasta,",,,,,
Peni Pasta ( Red/White/Mix Saouce),ProductType,4,"Inventory,Food,Restaurant,Pasta,Vegeterian,Peni Pasta,",80,"Pasta  packet,Red chilly powder  ,Salt  ,
Onion ,Tomato ,Garam masala  ", ,,
Peni Pasta ( Red/White/Mix Saouce),ProductType,5,"Inventory,Food,Restaurant,Pasta,Vegeterian,Peni Pasta,",90,"Pasta  packet,Red chilly powder  ,Salt  ,
Onion ,Tomato ,Garam masala  ", ,,
Fivsi Pasta ( Red/ White/ Mix ),ProductType,6,"Inventory,Food,Restaurant,Pasta,Vegeterian,Fivsi Pasta,",80,"Pasta  ,Onion chopped  ,Tomatos chopped  ,
Green chillis chopped  ,Chopped Corainder leaves  bowls,
Oil  ,Salt  ,Tomato sauce  ", ,,
Fivsi Pasta ( Red/ White/ Mix ),ProductType,7,"Inventory,Food,Restaurant,Pasta,Vegeterian,Fivsi Pasta,",90,"Pasta  ,Onion chopped  ,Tomatos chopped  ,
Green chillis chopped  ,Chopped Corainder leaves  bowls,
Oil  ,Salt  ,Tomato sauce  ", ,,
Sandwich,ProductClass,1,"Inventory,Food,Restaurant,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Sandwich.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Sandwich,",,,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Sandwich,",,,,,
Maxican Sandwich,ProductType,4,"Inventory,Food,Restaurant,Sandwich,Vegeterian,",60,"Bread ,Boiled potatoes ,Salt  ,Red chilly powder  ,
Chilly flakes  ,Mix herbs  ,Mozeralla cheese  cubes,
Onion ,Bread crumbs  ,Butter  ",https://drive.google.com/file/d/1esdmQm7OBpv6MZPzQ4aO7Rg2a7wj3avd/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MaxicanSandwich.jpg,
Veg Sandwich,ProductType,5,"Inventory,Food,Restaurant,Sandwich,Vegeterian,",30,"Bread slice  ,Green chutney  ,Boil potato ,peel and cut in round shape  ,
Cucumber ,peel and cut in round shape  ,Tomato, cut in round shape  ,
Onion, peel and cut in round shape  ,Butter  ,Cheese slice  ",https://drive.google.com/file/d/1PlGgNGtrT2Yat2aVQ8fMrdt-7q3J88A0/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/VegSandwich.jpg,
Veg Cheese Sandwich Chilli Cheese Sandwich,ProductType,6,"Inventory,Food,Restaurant,Sandwich,Vegeterian,",40,"Bread slices ,Boiled potato slices  ,Onion slices  ,
Tomato slices  ,Capsicum slices  ,Grated cheese  ,
Butter  ,Green chutney for serving  ,
Black pepper powder  ",https://drive.google.com/file/d/1KlCypgGlfkfWa4r97T-zjW8RxTLTPgm2/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Veg-Cheese-Sandwich-Chilli-Cheese-Sandwich.jpg,
Veg Cheese Grilled Sandwich,ProductType,7,"Inventory,Food,Restaurant,Sandwich,Vegeterian,",50,"Bread slices ,Boiled potato slices  ,Onion slices  ,
Tomato slices  ,Capsicum slices  ,Grated cheese  ,
Butter  ,Green chutney for serving  ,
Black pepper powder  ",https://drive.google.com/file/d/1KvXAGpgMwQFIu7fRr78iTtQNmJEDUBJ-/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Veg-Cheese-Grilled-Sandwich.png,
Chilli Cheese Sandwich,ProductType,8,"Inventory,Food,Restaurant,Sandwich,Vegeterian,",50," slice white sandwich bread, serving Cream cheese and chives spread,
 serving Mixed Herbs,   slices of cold cut smoked ham or roast beef,
 slices of cheese, Green chilli",https://drive.google.com/file/d/1iH4NnBkzBSSt_L2QzUI96obVanmDfyqf/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChilliCheeseSandwich.jpg,
Paneer Grilled Sandwich,ProductType,9,"Inventory,Food,Restaurant,Sandwich,Vegeterian,",70,"slices of brown bread  ,potato, boiled & mashed  ,
paneer, mashed  ,fried onions  ,green chilies, chopped  ,
coriander leaves, chopped  ,salt  ,turmeric powder  ,
tomato, chopped  ,coloured bell peppers, chopped  ",https://drive.google.com/file/d/1hfUN6hLG6jDN3Zpvq0NbITg3e08UTA1x/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/PaneerGrilledSandwich.jpg,
Onion Mushroom Sandwich,ProductType,10,"Inventory,Food,Restaurant,Sandwich,Vegeterian,",60,,https://drive.google.com/file/d/1_3Kcgxakh46IgqjmOAMjsp6k6XHN2AvY/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/OnionMushroomSandwich.jpg,
Club Sandwich,ProductType,11,"Inventory,Food,Restaurant,Sandwich,Vegeterian,",80,"  bread, cucumber, tomato,  finally chopped cabbage,
 grated carrot,  Mayonise,  black pepper powder ya as your taste,
  tomato saus,  green chutney",https://drive.google.com/file/d/1nxOABGgtnqg4YE7Te46VskBSU9f5Zh1F/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ClubSandwich.jpg,
Soups,ProductClass,1,"Inventory,Food,Restaurant,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/Soup.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Soups,",,,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Soups,",,,,,
Veg Manchow Soup,ProductType,4,"Inventory,Food,Restaurant,Soups,Vegeterian,",60,"onion chopped  ,capsicum  ,mushroom  ,
soya suce  ,vinegar  ,vegetable stock  ,fried chow pack  ,
spring onions  ,salt  ,black pepper  ,cornflour  ,
water  ",https://drive.google.com/file/d/1ZHfj80mG4nonkD938YcNcqpsbo76_3Bh/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/vegManchowSoup.jpg,
Juices,ProductClass,1,"Inventory,Food,Restaurant,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/OrengeJuice.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Juices,",,,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Juices,",,,,,
Carrot Juice,ProductType,4,"Inventory,Food,Restaurant,Juices,Vegeterian,",30,,https://drive.google.com/file/d/1DBt9qLCbxe_50wLo7yxcgvysFjFHNw7B/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/CarrotJuice.jpg,
Karela Juice,ProductType,5,"Inventory,Food,Restaurant,Juices,Vegeterian,",25,,https://drive.google.com/file/d/1SOn6iw9fLxd8gxa9cD3pybby9Wln7B3U/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/KarelaJuice.png,
Pineapple Juice,ProductType,6,"Inventory,Food,Restaurant,Juices,Vegeterian,",50,"Pineapple    ,Water  ,Sugar  ,
Salt  ",https://drive.google.com/file/d/1ZEbR-NEdaJrVFOlCKFWiOWfhZr80EI-t/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Pineapple-juice.jpg,
Apple Juice,ProductType,7,"Inventory,Food,Restaurant,Juices,Vegeterian,",50,,https://drive.google.com/file/d/1SSByeYHJ7OOY4sbQnftcyiadxrpfgoo5/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/AppleJuice.jpg,
Orenge Juice,ProductType,8,"Inventory,Food,Restaurant,Juices,Vegeterian,",40,"Orange  ,Suger  ,Water  ",https://drive.google.com/file/d/1uidkYBPJdtrLexfyNZZre_TjdZsn-7jD/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/OrengeJuice.jpg,
Mixfruits Juice,ProductType,9,"Inventory,Food,Restaurant,Juices,Vegeterian,",60,,https://drive.google.com/file/d/1iJS_-x4PG18Tc8y_LYxy6GpUxlxPVyIH/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MixfruitsJuice.jpg,
Watermelon Juice,ProductType,10,"Inventory,Food,Restaurant,Juices,Vegeterian,",30," namak  ,roasted jeera powder  ,ice cube  ,
powder sugar  ,nimbu ke ras  ,pudina Patti  ",https://drive.google.com/file/d/1TDU37UjAkUD2A2QEtVBsSa6UcfOV3nFf/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Watermelon-Juice.jpg,
Salads,ProductClass,1,"Inventory,Food,Restaurant,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Salad.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Salads,",,,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Salads,",,,,,
Green Salad,ProductType,4,"Inventory,Food,Restaurant,Salads,Vegeterian,",40,"  of broccoli,  potatoes,  peas,
 a litre of water,  onion,  lemons,  vinegar",https://drive.google.com/file/d/13f6xLUaMAgsL5WTIgZ5CBWFIUQK4FgBO/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/GreenSalad.jpg,
Shef Salad,ProductType,5,"Inventory,Food,Restaurant,Salads,Vegeterian,",80," bunch lettuce, cherry tomatoes,. olive oil,
 cucumber, olives,  bowl corn, mayo,
 oregano, vinega",https://drive.google.com/file/d/1P0SCzcKfXTPfsUUPREMIYFR3AlU1-bAR/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Shef-Salad.jpg,
Spaunt Salad ( Matki),ProductType,6,"Inventory,Food,Restaurant,Salads,Vegeterian,",40,, ,,
Nutrition,ProductClass,1,"Inventory,Food,Restaurant,",,,https://drive.google.com/file/d/1J2TPU4xjrqrb8oDwJxyqzMGxvV78riUI/view?usp=sharing,,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Nutrition,",,,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Nutrition,",,,,,
Protein Shake,ProductType,4,"Inventory,Food,Restaurant,Nutrition,Vegeterian,",70,,https://drive.google.com/file/d/1CF6OkkO1E4BF_y5Xw_kJK9mkDWzCdbl4/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Protein-Shake.jpg,
Protein Shake,ProductType,5,"Inventory,Food,Restaurant,Nutrition,Vegeterian,",90,,https://drive.google.com/file/d/1CF6OkkO1E4BF_y5Xw_kJK9mkDWzCdbl4/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Protein-Shake.jpg,
Healthy Skin Drink,ProductType,6,"Inventory,Food,Restaurant,Nutrition,Vegeterian,",60,, ,,
Dino Shake ( Children Nutrition),ProductType,7,"Inventory,Food,Restaurant,Nutrition,Vegeterian,",70,, ,,
Afresh,ProductType,8,"Inventory,Food,Restaurant,Nutrition,Vegeterian,",20,, ,,
Detox ( Gajar / Beet / Apple ),ProductType,9,"Inventory,Food,Restaurant,Nutrition,Vegeterian,",40,, ,,
Starters,ProductClass,1,"Inventory,Food,Restaurant,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/Starters.jpg,
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Starters,",,,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Starters,",,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/NonVegetarian.jpg,
Spicy Masala Omelate,ProductType,4,"Inventory,Food,Restaurant,Starters,NonVegeterian,",40,,https://drive.google.com/file/d/1ezyExCHi5AuK-PLAJ53lKvoczzzeLue-/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Spicy-Masala-Omelate.jpg,
Boiled Egg Plate,ProductType,5,"Inventory,Food,Restaurant,Starters,NonVegeterian,",20,"Eggs  ,Hing  ,Salt  ,Pepper  ",https://drive.google.com/file/d/1TjFPxvpH2uEp3KRIH4AG5myGtvQT9TpO/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/BoiledEggPlate.jpg,
Egg Burji,ProductType,6,"Inventory,Food,Restaurant,Starters,NonVegeterian,",40,,https://drive.google.com/file/d/1Xm_QT-SNff_Fi7e0c0bqE11DoNhyo7Ax/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/EggOmelette.jpg,
Egg Half Fry,ProductType,7,"Inventory,Food,Restaurant,Starters,NonVegeterian,",30,"Egg ,Chat masala  ",https://drive.google.com/file/d/1j8PRk6ltQ2FbFKnLbDd7uCxzsvi0PW0W/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/EggHalfFry.jpg,
Egg Burger,ProductType,4,"Inventory,Food,Restaurant,Burger,NonVegeterian,",70,Burger Bun Egg Sandwich spread or mayonnaise  A  Tomato slices  or  Chilli flakes  a  Salt to taste A  of oil  olive oilsunflower oil Butter for toasting,https://drive.google.com/file/d/1YjqVKadiwmLKKfzTXpB0-RphOXoDep5Q/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/EggBurger.jpg,
Egg Veggies Roll,ProductType,4,"Inventory,Food,Restaurant,Rolls,NonVegeterian,",60,"Eggs  ,Capsicum,Chopped  ,Carrot,Chopped  ,
Green Chili,Choopped  ,Salt  ,Black Pepper  ",https://drive.google.com/file/d/1bWpxPzwLIQcQp5JCFSb8ajWdSpL4tce4/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/EggVeggiesRoll.jpg,
