label,nodeType,order,path,price,description,ingredients,link,imageLink
Tawa Besan,ProductType,12,"Inventory,Food,Restaurant,Veg Sabji,Vegeterian,",100,,"Tawa Besan,1 tsp Garlic,1/2 tsp Cumin seeds,1 Lemon,to taste Salt,1 Onion,1/2 cup Gramflour / besan,as needed Oil,1/2 tsp Turmeric powder,",https://drive.google.com/file/d/1CArwuE_kuHJJKpUhuQUQ0YQrQFCgiwhH/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Tawa-Besan.jpg
Methi Masala,ProductType,13,"Inventory,Food,Restaurant,Veg Sabji,Vegeterian,",100,,"2 tbsp split fenugreek seeds,1 cup split mustard seeds,¼ tsp turmeric,2 tbsp salt,1 tbsp asofetida hing,2 tbsp oil,2 tbsp kashmiri chilli.",https://drive.google.com/file/d/1dErgRMsOVhFdohv1aCOlsQvMfilDWgAc/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MethiMasala.jpeg.crdownload.jpg
Soyabean Curry,ProductType,14,"Inventory,Food,Restaurant,Veg Sabji,Vegeterian,",90,,"2 cups soya chunks,3 tsp oil,1 tsp cumin seeds / jeera,1 bay leaf / tej patta,½ tsp turmeric powder / haldi,1 inch cinnamon stick / dalchini,1 onion (finely chopped),salt to taste,1 tsp kashmiri chilli powder / lal mirch powder,1 tsp coriander powder / dhaniya powder,¼ cup curd / yogurt (fresh),1 cup water,1 tsp kasuri methi / dry fenugreek leaves,",https://drive.google.com/file/d/1AVv8NndPGziAvXDCjjR6-5BJVlMFF0Ug/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Soyabean-Curry.jpg
Dal Fry,ProductType,15,"Inventory,Food,Restaurant,Veg Sabji,Vegeterian,",90,,"¾ cup toor dal,3½ cup water,1 tbsp ghee,1 tsp mustard,1 tsp jeera,1 dried red chilli,few curry leaves,1 onion,1 tsp ginger garlic paste,1 green chilli ,¼ tsp turmeric,½ tsp kashmiri red chilli powder,,1 tomato,1 tsp kasuri methi,etc",https://drive.google.com/file/d/1K8tvnEHHFvnC05dq2Qx-p-dJ1RZDhOaK/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/DalFry.jpg
Dal Tadka,ProductType,16,"Inventory,Food,Restaurant,Veg Sabji,Vegeterian,",100,,"Dry Red chilies 3-4 nos,haldi 1 tsp,jeera 1 tsp,red chili powder 1 tsp,
garam masala powder 1/2 tsp,Hing 1 pinch,kitchen king powder 1 tsp,masoor Dal 1/4 cups,arhar Dal 1/2 cups
",https://drive.google.com/file/d/14RUwq8nVglapT24psGzGu5oLTx-UOZB7/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Vegeterian/DalTadka.jpg
Biryani,ProductClass,1,"Inventory,Food,Restaurant,",,,,https://drive.google.com/file/d/1Gw6jShbj_vduAjhX4AxXJ-O6EynifEOp/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/Veg-Biryani.jpg
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Biryani,",,,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Biryani,",,,,,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/categoryimages3/NonVegetarian.jpg
Mutton Biryani,ProductType,4,"Inventory,Food,Restaurant,Biryani,NonVegeterian,",180,,"350 gm chopped Mutton,300 gm boiled basmati rice,20 gm garam masala powder,30 ml ghee,10 ml water,60 gm beaten yoghurt ,15 gm ginger paste,15 gm garlic paste,salt as required,1 tablespoon coriander leaves,7 gm red chilli powder,Etc",https://drive.google.com/file/d/1LoNGcmv8OAlfx8Ryh7Fqaz3YxRdO0wAS/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonBiryani.jpg
Mutton Biryani Full,ProductUnit,5,"Inventory,Food,Restaurant,Biryani,NonVegeterian,Mutton Biryani,",180,,"350 gm chopped Mutton,300 gm boiled basmati rice,20 gm garam masala powder,30 ml ghee,10 ml water,60 gm beaten yoghurt ,15 gm ginger paste,15 gm garlic paste,salt as required,1 tablespoon coriander leaves,7 gm red chilli powder,Etc",https://drive.google.com/file/d/1-bh81Y2054g97biMVQn2tCSurP9GStfP/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonBiryaniFull.jpg
Mutton Biryani Half,ProductUnit,6,"Inventory,Food,Restaurant,Biryani,NonVegeterian,Mutton Biryani,",120,,"350 gm chopped Mutton,300 gm boiled basmati rice,20 gm garam masala powder,30 ml ghee,10 ml water,60 gm beaten yoghurt ,15 gm ginger paste,15 gm garlic paste,salt as required,1 tablespoon coriander leaves,7 gm red chilli powder,Etc",https://drive.google.com/file/d/1mbZPZH3SZ27ftx-X_RWKdusmYKOGiA4f/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonBiryaniHalf.jpg
Chicken Biryani,ProductType,7,"Inventory,Food,Restaurant,Biryani,NonVegeterian,",120,,"350 gm chopped chicken,300 gm boiled basmati rice,20 gm garam masala powder,30 ml ghee,10 ml water,60 gm beaten yoghurt ,15 gm ginger paste,15 gm garlic paste,salt as required,1 tablespoon coriander leaves,7 gm red chilli powder,Etc",https://drive.google.com/file/d/1t_vJcJvBj1doCQPhohH0pwo72xfAG-wI/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenBiryani.jpg
Chicken Biryani Full,ProductUnit,8,"Inventory,Food,Restaurant,Biryani,NonVegeterian,Chicken Biryani,",120,,"350 gm chopped chicken,300 gm boiled basmati rice,20 gm garam masala powder,30 ml ghee,10 ml water,60 gm beaten yoghurt ,15 gm ginger paste,15 gm garlic paste,salt as required,1 tablespoon coriander leaves,7 gm red chilli powder,Etc",https://drive.google.com/file/d/1cB4acCApo4z12zUML2oy6S9GRCDvT72p/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenBiryaniFull.jpg
Chicken Biryani Half,ProductUnit,9,"Inventory,Food,Restaurant,Biryani,NonVegeterian,Chicken Biryani,",90,,"350 gm chopped chicken,300 gm boiled basmati rice,20 gm garam masala powder,30 ml ghee,10 ml water,60 gm beaten yoghurt ,15 gm ginger paste,15 gm garlic paste,salt as required,1 tablespoon coriander leaves,7 gm red chilli powder,Etc",https://drive.google.com/file/d/1aloKeSRYqs7qHXeY2iQsIPyXg_uX_UtY/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenBiryaniHalf.jpg
Non Veg Entree,ProductClass,1,"Inventory,Food,Restaurant,",,,,https://drive.google.com/file/d/1l48Bw9QE_ftAGXNJZ8ierI_m81fWPtdk/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/food20220217/NonVegEntree.jpg
Vegeterian,ProductLine,2,"Inventory,Food,Restaurant,Veg Entree,",,,,,
NonVegeterian,ProductLine,3,"Inventory,Food,Restaurant,Non Veg Entree,",,,,,
Mutton Curry,ProductType,4,"Inventory,Food,Restaurant,Non Veg Entree,NonVegeterian,",180,,"500 gms mutton,2 tbsp coriander powder,4 onions thinly sliced,2 tsp Garlic paste,salt as required,4 tbsp ghee,2 cup water,4 tbsp ghee,½ cup Yoghurt,2 tsp Ginger Paste,2 tsp red chilli powder,
3 Tomatoes finely chopped,1 tsp Garam masala powder,½ tsp turmeric,etc.",https://drive.google.com/file/d/1CP3wcgWMWMVL_sPTGa280Id7ztTSw8-C/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/NonVegeterian/MuttonCurry.jpg
Mutton Fry,ProductType,5,"Inventory,Food,Restaurant,Non Veg Entree,NonVegeterian,",180,,"500 Gram Mutton, finely chopped,1 1/2 tsp Ginger garlic paste,1 tsp Turmeric powder,2 tsp Chilli powder,4 tbsp Vegetable oil,1 cup Water,to taste Salt,3 tbsp Oil,2 tsp Garam masala,etc",https://drive.google.com/file/d/19UlcaHpNTF7E8S6xFlTvhyUuq3L1fZAq/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonFry.jpg
Mutton Roast,ProductType,6,"Inventory,Food,Restaurant,Non Veg Entree,NonVegeterian,",180,,"Garlic Cloves,crushed 5 nos,ginger 1 inch,Whole Garam Masala 1 tsp,
Bay Leaf 2 nos,Black Pepper Corns 4-5 nos,Ghee 6 tsp,
Onion,big,sliced 1 nos,Atta 2 tsp,Sugar 1/4 tsp,Mutton Boneless 500 gms",https://drive.googlhttps://drive.google.com/file/d/1043hKbfvZ_d7gnSlFrg-QM9JL6R2nii7/view?usp=sharinge.com/file/d/1UwfNcMtmAMtZX-3Y6TvfUn3tpvJK-dnZ/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonRoast.jpg
Chicken Curry,ProductType,7,"Inventory,Food,Restaurant,Non Veg Entree,NonVegeterian,",140,,"500 gms Chicken,2 tbsp coriander powder,4 onions thinly sliced,2 tsp Garlic paste,salt as required,4 tbsp ghee,2 cup water,4 tbsp ghee,½ cup Yoghurt,2 tsp Ginger Paste,2 tsp red chilli powder,
3 Tomatoes finely chopped,1 tsp Garam masala powder,½ tsp turmeric,etc.",https://drive.google.com/file/d/1dU5-tSB4k1PcuEGJMCv4sWBNDgUrp2y5/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenCurry.jpg
Chicken Fry,ProductType,8,"Inventory,Food,Restaurant,Non Veg Entree,NonVegeterian,",140,,"500 Gram Chicken, finely chopped,1 1/2 tsp Ginger garlic paste,1 tsp Turmeric powder,2 tsp Chilli powder,4 tbsp Vegetable oil,1 cup Water,to taste Salt,3 tbsp Oil,2 tsp Garam masala,etc",https://drive.google.com/file/d/1mWmrLNgJfrNpnzlbAzFVibM_tkVFr_ge/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenFry.jpg
Chicken Roast,ProductType,9,"Inventory,Food,Restaurant,Non Veg Entree,NonVegeterian,",140,,,https://drive.google.com/file/d/1_2ioZ2iJUQoMFs82njgSzHgNZddOQtlY/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenRoast.jpg
Anda Curry,ProductType,10,"Inventory,Food,Restaurant,Non Veg Entree,NonVegeterian,",90,,"5 Hard-Boiled Eggs,2tbsp Salt,3tbsp Kashmiri Chilli Powder,
1 Large Chopped Onion,2tbsp Tamarind Pulp,1tbsp Coriander Powder,
1tbsp Garam Masala,1/2tbsp Turmeric Powder,5tbsp Coriander",https://drive.google.com/file/d/1BCryV9DFuzGTHFf0DaHehExwimD3aw2Z/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/AndaCurry.jpg
Mutton Handi,ProductType,11,"Inventory,Food,Restaurant,Non Veg Entree,NonVegeterian,",1100,,"1 kilograms Mutton,1 handful mint,
3 tablespoon yoghurt (curd),1 teaspoon red chilli powder,3 black cardamom,1 tablespoon garlic paste,2 teaspoon coriander powder,1/2 cup onion,4 tablespoon mustard oil,1 teaspoon turmeric,5 green cardamom,2 teaspoon ginger paste,1 teaspoon garam masala powder,
salt as required.",https://drive.google.com/file/d/1cDgJjzfBznwA7SQ2sVr2-m7bkYjS25MQ/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonHandi.jpg
Mutton Handi Full,ProductUnit,12,"Inventory,Food,Restaurant,Non Veg Entree,NonVegeterian,",1100,,"1 kilograms Mutton,1 handful mint,
3 tablespoon yoghurt (curd),1 teaspoon red chilli powder,3 black cardamom,1 tablespoon garlic paste,2 teaspoon coriander powder,1/2 cup onion,4 tablespoon mustard oil,1 teaspoon turmeric,5 green cardamom,2 teaspoon ginger paste,1 teaspoon garam masala powder,
salt as required.",https://drive.google.com/file/d/1FycDNv3fIZ4FgUmyTHr5bWKHB-S7JPU9/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonHandiFull.jpg
Mutton Handi Half,ProductUnit,13,"Inventory,Food,Restaurant,Non Veg Entree,NonVegeterian,",600,,"1 kilograms Mutton,1 handful mint,
3 tablespoon yoghurt (curd),1 teaspoon red chilli powder,3 black cardamom,1 tablespoon garlic paste,2 teaspoon coriander powder,1/2 cup onion,4 tablespoon mustard oil,1 teaspoon turmeric,5 green cardamom,2 teaspoon ginger paste,1 teaspoon garam masala powder,
salt as required.",https://drive.google.com/file/d/1rSZt2OdDaPDJaxpteehvbb3EICXF11Ge/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/MuttonHandiHalf.jpg
Chicken Handi,ProductType,14,"Inventory,Food,Restaurant,Non Veg Entree,NonVegeterian,",800,,"1 kilograms Chicken,1 handful mint,
3 tablespoon yoghurt (curd),1 teaspoon red chilli powder,3 black cardamom,1 tablespoon garlic paste,2 teaspoon coriander powder,1/2 cup onion,4 tablespoon mustard oil,1 teaspoon turmeric,5 green cardamom,2 teaspoon ginger paste,1 teaspoon garam masala powder,
salt as required.",https://drive.google.com/file/d/1RMADFPBuSEsBClMMjRRF3Ywu4mtb54pt/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenHandi.jpg
Chicken Handi Full,ProductUnit,15,"Inventory,Food,Restaurant,Non Veg Entree,NonVegeterian,",800,,"1 kilograms Chicken,1 handful mint,
3 tablespoon yoghurt (curd),1 teaspoon red chilli powder,3 black cardamom,1 tablespoon garlic paste,2 teaspoon coriander powder,1/2 cup onion,4 tablespoon mustard oil,1 teaspoon turmeric,5 green cardamom,2 teaspoon ginger paste,1 teaspoon garam masala powder,
salt as required.",https://drive.google.com/file/d/1LabfJ7U7HGWmo2mIPWym0Wm76D0yr7tH/view?usp=sharing,https://d32jc9rx98ldq0.cloudfront.net/staging/inventory/compressed/restaurant-2/ChickenHandiFull.jpg
